id,age,sex,question,conf,greatly
406,69,Male,consci,Only some,0
408,43,Female,coneduc,A great deal,1
408,43,Female,conmedic,A great deal,1
408,43,Female,consci,A great deal,1
409,64,Female,coneduc,Hardly any,0
409,64,Female,conmedic,A great deal,1
409,64,Female,consci,A great deal,1
411,69,Female,coneduc,Only some,0
411,69,Female,conmedic,A great deal,1
411,69,Female,consci,Only some,0
414,63,Female,coneduc,Only some,0
414,63,Female,conmedic,A great deal,1
414,63,Female,consci,Only some,0
417,46,Male,coneduc,Only some,0
417,46,Male,conmedic,Hardly any,0
417,46,Male,consci,Only some,0
418,41,Male,coneduc,Only some,0
418,41,Male,conmedic,A great deal,1
418,41,Male,consci,Only some,0
421,65,Male,coneduc,Hardly any,0
421,65,Male,conmedic,A great deal,1
421,65,Male,consci,A great deal,1
422,59,Female,coneduc,A great deal,1
422,59,Female,conmedic,A great deal,1
422,59,Female,consci,A great deal,1
423,47,Male,coneduc,Only some,0
423,47,Male,conmedic,Hardly any,0
423,47,Male,consci,Only some,0
424,27,Female,coneduc,Only some,0
424,27,Female,conmedic,Only some,0
424,27,Female,consci,Only some,0
425,57,Female,coneduc,Only some,0
425,57,Female,conmedic,Hardly any,0
425,57,Female,consci,Only some,0
426,74,Female,coneduc,Only some,0
426,74,Female,conmedic,A great deal,1
426,74,Female,consci,A great deal,1
427,51,Female,coneduc,Only some,0
427,51,Female,conmedic,A great deal,1
427,51,Female,consci,Only some,0
429,46,Female,coneduc,A great deal,1
429,46,Female,conmedic,A great deal,1
429,46,Female,consci,A great deal,1
431,65,Female,coneduc,Only some,0
431,65,Female,conmedic,Only some,0
431,65,Female,consci,A great deal,1
432,36,Male,coneduc,Hardly any,0
432,36,Male,conmedic,Only some,0
432,36,Male,consci,A great deal,1
433,80,Female,coneduc,A great deal,1
433,80,Female,conmedic,A great deal,1
433,80,Female,consci,A great deal,1
434,32,Female,coneduc,Only some,0
434,32,Female,conmedic,Hardly any,0
434,32,Female,consci,Hardly any,0
438,59,Female,coneduc,Only some,0
438,59,Female,conmedic,Only some,0
438,59,Female,consci,Hardly any,0
439,55,Female,coneduc,Hardly any,0
439,55,Female,conmedic,A great deal,1
439,55,Female,consci,A great deal,1
440,31,Female,coneduc,A great deal,1
440,31,Female,conmedic,Only some,0
440,31,Female,consci,Only some,0
441,31,Male,coneduc,A great deal,1
441,31,Male,conmedic,A great deal,1
441,31,Male,consci,Only some,0
442,35,Female,coneduc,Hardly any,0
442,35,Female,conmedic,Hardly any,0
442,35,Female,consci,Only some,0
443,32,Female,coneduc,Hardly any,0
443,32,Female,conmedic,Only some,0
443,32,Female,consci,A great deal,1
446,22,Male,coneduc,A great deal,1
446,22,Male,conmedic,A great deal,1
446,22,Male,consci,A great deal,1
447,37,Female,coneduc,A great deal,1
447,37,Female,conmedic,Only some,0
447,37,Female,consci,Only some,0
450,55,Female,coneduc,Hardly any,0
450,55,Female,conmedic,A great deal,1
450,55,Female,consci,Only some,0
452,29,Female,coneduc,Hardly any,0
452,29,Female,conmedic,Only some,0
452,29,Female,consci,Only some,0
453,83,Female,coneduc,Hardly any,0
453,83,Female,conmedic,Hardly any,0
453,83,Female,consci,Hardly any,0
454,33,Female,coneduc,A great deal,1
454,33,Female,conmedic,A great deal,1
454,33,Female,consci,A great deal,1
457,65,Male,coneduc,Hardly any,0
457,65,Male,conmedic,Only some,0
457,65,Male,consci,A great deal,1
458,37,Female,coneduc,A great deal,1
458,37,Female,conmedic,A great deal,1
458,37,Female,consci,A great deal,1
460,22,Female,coneduc,A great deal,1
460,22,Female,conmedic,A great deal,1
460,22,Female,consci,A great deal,1
461,28,Male,coneduc,Only some,0
461,28,Male,conmedic,Only some,0
461,28,Male,consci,A great deal,1
462,24,Female,coneduc,Only some,0
462,24,Female,conmedic,Hardly any,0
462,24,Female,consci,Hardly any,0
463,43,Male,coneduc,A great deal,1
463,43,Male,conmedic,Only some,0
463,43,Male,consci,A great deal,1
464,32,Male,coneduc,Only some,0
464,32,Male,conmedic,Only some,0
464,32,Male,consci,A great deal,1
467,48,Female,coneduc,Only some,0
467,48,Female,conmedic,Hardly any,0
467,48,Female,consci,Only some,0
468,76,Male,coneduc,A great deal,1
468,76,Male,conmedic,Only some,0
468,76,Male,consci,Hardly any,0
470,70,Female,coneduc,Only some,0
470,70,Female,conmedic,Only some,0
470,70,Female,consci,Only some,0
472,37,Female,coneduc,Hardly any,0
472,37,Female,conmedic,Only some,0
472,37,Female,consci,A great deal,1
474,43,Male,coneduc,Only some,0
474,43,Male,conmedic,Hardly any,0
474,43,Male,consci,Only some,0
475,19,Female,coneduc,A great deal,1
475,19,Female,conmedic,A great deal,1
475,19,Female,consci,A great deal,1
476,70,Male,coneduc,A great deal,1
476,70,Male,conmedic,Only some,0
476,70,Male,consci,A great deal,1
477,40,Female,coneduc,A great deal,1
477,40,Female,conmedic,A great deal,1
477,40,Female,consci,A great deal,1
478,59,Male,coneduc,Only some,0
478,59,Male,conmedic,Only some,0
478,59,Male,consci,A great deal,1
480,31,Male,coneduc,Only some,0
480,31,Male,conmedic,Only some,0
480,31,Male,consci,Only some,0
481,51,Female,coneduc,A great deal,1
481,51,Female,conmedic,Only some,0
481,51,Female,consci,A great deal,1
482,32,Female,coneduc,Hardly any,0
482,32,Female,conmedic,Hardly any,0
482,32,Female,consci,Only some,0
484,27,Male,coneduc,Only some,0
484,27,Male,conmedic,Only some,0
484,27,Male,consci,A great deal,1
486,50,Female,coneduc,A great deal,1
486,50,Female,conmedic,A great deal,1
486,50,Female,consci,A great deal,1
488,85,Female,coneduc,Only some,0
488,85,Female,conmedic,Only some,0
488,85,Female,consci,Only some,0
489,33,Male,coneduc,Only some,0
489,33,Male,conmedic,Only some,0
489,33,Male,consci,Only some,0
490,31,Female,coneduc,Only some,0
490,31,Female,conmedic,Only some,0
490,31,Female,consci,Only some,0
491,46,Female,coneduc,Only some,0
491,46,Female,conmedic,Only some,0
491,46,Female,consci,A great deal,1
492,72,Male,coneduc,A great deal,1
492,72,Male,conmedic,A great deal,1
492,72,Male,consci,A great deal,1
493,50,Female,coneduc,Only some,0
493,50,Female,conmedic,A great deal,1
493,50,Female,consci,A great deal,1
494,66,Male,coneduc,A great deal,1
494,66,Male,conmedic,Only some,0
494,66,Male,consci,Only some,0
495,35,Female,coneduc,Only some,0
495,35,Female,conmedic,A great deal,1
495,35,Female,consci,Only some,0
497,33,Female,coneduc,A great deal,1
497,33,Female,conmedic,Hardly any,0
497,33,Female,consci,A great deal,1
498,66,Female,coneduc,A great deal,1
498,66,Female,conmedic,Only some,0
498,66,Female,consci,Only some,0
499,53,Male,coneduc,Only some,0
499,53,Male,conmedic,Hardly any,0
499,53,Male,consci,Hardly any,0
501,33,Male,coneduc,Hardly any,0
501,33,Male,conmedic,Only some,0
501,33,Male,consci,Only some,0
503,30,Female,coneduc,Hardly any,0
503,30,Female,conmedic,A great deal,1
503,30,Female,consci,Only some,0
504,37,Male,coneduc,A great deal,1
504,37,Male,conmedic,Hardly any,0
504,37,Male,consci,Only some,0
505,38,Male,coneduc,Hardly any,0
505,38,Male,conmedic,Only some,0
505,38,Male,consci,A great deal,1
507,66,Male,coneduc,Only some,0
507,66,Male,conmedic,Only some,0
507,66,Male,consci,A great deal,1
509,39,Male,coneduc,Only some,0
509,39,Male,conmedic,A great deal,1
509,39,Male,consci,A great deal,1
510,33,Female,coneduc,Only some,0
510,33,Female,conmedic,Only some,0
510,33,Female,consci,Only some,0
511,68,Female,coneduc,Only some,0
511,68,Female,conmedic,A great deal,1
511,68,Female,consci,A great deal,1
516,48,Female,coneduc,A great deal,1
516,48,Female,conmedic,Only some,0
516,48,Female,consci,Only some,0
517,73,Male,coneduc,A great deal,1
517,73,Male,conmedic,A great deal,1
517,73,Male,consci,A great deal,1
519,59,Female,coneduc,A great deal,1
519,59,Female,conmedic,A great deal,1
519,59,Female,consci,A great deal,1
520,72,Male,coneduc,A great deal,1
520,72,Male,conmedic,Only some,0
520,72,Male,consci,Only some,0
521,68,Male,coneduc,A great deal,1
521,68,Male,conmedic,Only some,0
521,68,Male,consci,A great deal,1
522,60,Female,coneduc,Only some,0
522,60,Female,conmedic,Only some,0
522,60,Female,consci,Only some,0
523,63,Male,coneduc,Only some,0
523,63,Male,conmedic,Only some,0
523,63,Male,consci,Only some,0
525,35,Female,coneduc,Only some,0
525,35,Female,conmedic,Hardly any,0
525,35,Female,consci,Only some,0
526,22,Female,coneduc,Only some,0
526,22,Female,conmedic,A great deal,1
526,22,Female,consci,Hardly any,0
528,76,Female,coneduc,Only some,0
528,76,Female,conmedic,Only some,0
528,76,Female,consci,Only some,0
530,56,Female,coneduc,Only some,0
530,56,Female,conmedic,Only some,0
530,56,Female,consci,Only some,0
532,59,Male,coneduc,A great deal,1
532,59,Male,conmedic,A great deal,1
532,59,Male,consci,Hardly any,0
533,55,Male,coneduc,Only some,0
533,55,Male,conmedic,Only some,0
533,55,Male,consci,Only some,0
534,57,Male,coneduc,Only some,0
534,57,Male,conmedic,A great deal,1
534,57,Male,consci,A great deal,1
536,33,Female,coneduc,Hardly any,0
536,33,Female,conmedic,Only some,0
536,33,Female,consci,Only some,0
539,39,Female,coneduc,A great deal,1
539,39,Female,conmedic,Only some,0
539,39,Female,consci,Only some,0
541,49,Female,coneduc,A great deal,1
541,49,Female,conmedic,A great deal,1
541,49,Female,consci,A great deal,1
542,71,Male,coneduc,A great deal,1
542,71,Male,conmedic,Only some,0
542,71,Male,consci,A great deal,1
544,52,Male,coneduc,Only some,0
544,52,Male,conmedic,A great deal,1
544,52,Male,consci,A great deal,1
545,35,Female,coneduc,Only some,0
545,35,Female,conmedic,Only some,0
545,35,Female,consci,Only some,0
546,54,Female,coneduc,Only some,0
546,54,Female,conmedic,Only some,0
546,54,Female,consci,Only some,0
552,61,Male,coneduc,Hardly any,0
552,61,Male,conmedic,Only some,0
552,61,Male,consci,A great deal,1
554,21,Female,coneduc,A great deal,1
554,21,Female,conmedic,A great deal,1
554,21,Female,consci,A great deal,1
555,41,Female,coneduc,Only some,0
555,41,Female,conmedic,A great deal,1
555,41,Female,consci,A great deal,1
557,71,Male,coneduc,Hardly any,0
557,71,Male,conmedic,Only some,0
557,71,Male,consci,Only some,0
558,89,Male,coneduc,Only some,0
558,89,Male,conmedic,A great deal,1
558,89,Male,consci,Only some,0
559,66,Male,coneduc,Only some,0
559,66,Male,conmedic,Only some,0
559,66,Male,consci,A great deal,1
560,28,Male,coneduc,Only some,0
560,28,Male,conmedic,A great deal,1
560,28,Male,consci,A great deal,1
561,85,Female,coneduc,Only some,0
561,85,Female,conmedic,A great deal,1
561,85,Female,consci,Only some,0
562,70,Male,coneduc,A great deal,1
562,70,Male,conmedic,A great deal,1
562,70,Male,consci,A great deal,1
565,28,Male,coneduc,Only some,0
565,28,Male,conmedic,A great deal,1
565,28,Male,consci,A great deal,1
566,74,Female,coneduc,Only some,0
566,74,Female,conmedic,Only some,0
566,74,Female,consci,A great deal,1
567,53,Female,coneduc,Only some,0
567,53,Female,conmedic,A great deal,1
567,53,Female,consci,A great deal,1
569,67,Male,coneduc,Only some,0
569,67,Male,conmedic,Only some,0
569,67,Male,consci,Only some,0
571,28,Female,coneduc,Hardly any,0
571,28,Female,conmedic,Only some,0
571,28,Female,consci,Only some,0
572,23,Female,coneduc,Only some,0
572,23,Female,conmedic,Only some,0
572,23,Female,consci,Only some,0
573,37,Male,coneduc,Only some,0
573,37,Male,conmedic,A great deal,1
573,37,Male,consci,A great deal,1
574,27,Male,coneduc,A great deal,1
574,27,Male,conmedic,A great deal,1
574,27,Male,consci,A great deal,1
575,32,Female,coneduc,Hardly any,0
575,32,Female,conmedic,Hardly any,0
575,32,Female,consci,Hardly any,0
577,22,Female,coneduc,Only some,0
577,22,Female,conmedic,Only some,0
577,22,Female,consci,Only some,0
578,38,Male,coneduc,Only some,0
578,38,Male,conmedic,Only some,0
578,38,Male,consci,A great deal,1
579,45,Female,coneduc,A great deal,1
579,45,Female,conmedic,Only some,0
579,45,Female,consci,A great deal,1
581,30,Female,coneduc,Hardly any,0
581,30,Female,conmedic,Hardly any,0
581,30,Female,consci,A great deal,1
583,44,Female,coneduc,A great deal,1
583,44,Female,conmedic,Only some,0
583,44,Female,consci,Only some,0
584,56,Male,coneduc,Only some,0
584,56,Male,conmedic,A great deal,1
584,56,Male,consci,Only some,0
585,45,Female,coneduc,Only some,0
585,45,Female,conmedic,Only some,0
585,45,Female,consci,Only some,0
586,27,Female,coneduc,A great deal,1
586,27,Female,conmedic,A great deal,1
586,27,Female,consci,Hardly any,0
587,53,Male,coneduc,Only some,0
587,53,Male,conmedic,Only some,0
587,53,Male,consci,Only some,0
588,66,Female,coneduc,A great deal,1
588,66,Female,conmedic,A great deal,1
588,66,Female,consci,Only some,0
590,50,Female,coneduc,A great deal,1
590,50,Female,conmedic,Only some,0
590,50,Female,consci,Hardly any,0
591,18,Female,coneduc,Only some,0
591,18,Female,conmedic,Only some,0
591,18,Female,consci,Only some,0
592,51,Male,coneduc,Only some,0
592,51,Male,conmedic,Only some,0
592,51,Male,consci,A great deal,1
593,63,Female,coneduc,Only some,0
593,63,Female,conmedic,Only some,0
593,63,Female,consci,Only some,0
594,57,Female,coneduc,A great deal,1
594,57,Female,conmedic,Only some,0
594,57,Female,consci,Only some,0
595,68,Male,coneduc,A great deal,1
595,68,Male,conmedic,Only some,0
595,68,Male,consci,Only some,0
596,64,Male,coneduc,Only some,0
596,64,Male,conmedic,Only some,0
596,64,Male,consci,Only some,0
598,58,Female,coneduc,Only some,0
598,58,Female,conmedic,A great deal,1
598,58,Female,consci,Only some,0
599,53,Female,coneduc,Hardly any,0
599,53,Female,conmedic,Only some,0
599,53,Female,consci,Only some,0
600,28,Male,coneduc,A great deal,1
600,28,Male,conmedic,A great deal,1
600,28,Male,consci,Only some,0
602,53,Male,coneduc,Only some,0
602,53,Male,conmedic,Only some,0
602,53,Male,consci,Only some,0
603,56,Male,coneduc,A great deal,1
603,56,Male,conmedic,Only some,0
603,56,Male,consci,Only some,0
605,64,Female,coneduc,Hardly any,0
605,64,Female,conmedic,A great deal,1
605,64,Female,consci,A great deal,1
607,64,Female,coneduc,Only some,0
607,64,Female,conmedic,Only some,0
607,64,Female,consci,Only some,0
609,42,Female,coneduc,Only some,0
609,42,Female,conmedic,Only some,0
609,42,Female,consci,A great deal,1
612,40,Female,coneduc,A great deal,1
612,40,Female,conmedic,A great deal,1
612,40,Female,consci,Hardly any,0
614,24,Female,coneduc,A great deal,1
614,24,Female,conmedic,A great deal,1
614,24,Female,consci,Only some,0
615,27,Female,coneduc,A great deal,1
615,27,Female,conmedic,A great deal,1
615,27,Female,consci,A great deal,1
616,34,Female,coneduc,A great deal,1
616,34,Female,conmedic,A great deal,1
616,34,Female,consci,A great deal,1
617,24,Female,coneduc,A great deal,1
617,24,Female,conmedic,Only some,0
617,24,Female,consci,Hardly any,0
618,34,Female,coneduc,A great deal,1
618,34,Female,conmedic,A great deal,1
618,34,Female,consci,A great deal,1
619,44,Female,coneduc,A great deal,1
619,44,Female,conmedic,Only some,0
619,44,Female,consci,A great deal,1
620,80,Female,coneduc,Only some,0
620,80,Female,conmedic,Only some,0
620,80,Female,consci,Only some,0
621,61,Female,coneduc,Hardly any,0
621,61,Female,conmedic,Only some,0
621,61,Female,consci,A great deal,1
623,41,Female,coneduc,Only some,0
623,41,Female,conmedic,Only some,0
623,41,Female,consci,Only some,0
626,49,Female,coneduc,Only some,0
626,49,Female,conmedic,A great deal,1
626,49,Female,consci,A great deal,1
627,59,Female,coneduc,A great deal,1
627,59,Female,conmedic,A great deal,1
627,59,Female,consci,A great deal,1
628,31,Female,coneduc,Hardly any,0
628,31,Female,conmedic,Hardly any,0
628,31,Female,consci,Only some,0
632,29,Female,coneduc,A great deal,1
632,29,Female,conmedic,Only some,0
632,29,Female,consci,Only some,0
633,39,Female,coneduc,A great deal,1
633,39,Female,conmedic,A great deal,1
633,39,Female,consci,A great deal,1
634,27,Female,coneduc,Only some,0
634,27,Female,conmedic,A great deal,1
634,27,Female,consci,Only some,0
636,48,Female,coneduc,A great deal,1
636,48,Female,conmedic,Only some,0
636,48,Female,consci,Only some,0
637,28,Female,coneduc,A great deal,1
637,28,Female,conmedic,A great deal,1
637,28,Female,consci,A great deal,1
639,42,Female,coneduc,Hardly any,0
639,42,Female,conmedic,A great deal,1
639,42,Female,consci,Only some,0
640,38,Female,coneduc,Hardly any,0
640,38,Female,conmedic,Hardly any,0
640,38,Female,consci,Only some,0
642,40,Male,coneduc,Hardly any,0
642,40,Male,conmedic,Only some,0
642,40,Male,consci,A great deal,1
643,57,Male,coneduc,Hardly any,0
643,57,Male,conmedic,A great deal,1
643,57,Male,consci,Only some,0
645,60,Female,coneduc,Hardly any,0
645,60,Female,conmedic,Only some,0
645,60,Female,consci,A great deal,1
646,55,Female,coneduc,Only some,0
646,55,Female,conmedic,A great deal,1
646,55,Female,consci,Only some,0
648,25,Male,coneduc,A great deal,1
648,25,Male,conmedic,A great deal,1
648,25,Male,consci,A great deal,1
649,19,Female,coneduc,A great deal,1
649,19,Female,conmedic,A great deal,1
649,19,Female,consci,Only some,0
651,60,Female,coneduc,Only some,0
651,60,Female,conmedic,Only some,0
651,60,Female,consci,Only some,0
654,28,Male,coneduc,Hardly any,0
654,28,Male,conmedic,Only some,0
654,28,Male,consci,A great deal,1
655,36,Female,coneduc,A great deal,1
655,36,Female,conmedic,A great deal,1
655,36,Female,consci,A great deal,1
656,29,Female,coneduc,Only some,0
656,29,Female,conmedic,Only some,0
656,29,Female,consci,Only some,0
657,40,Male,coneduc,Only some,0
657,40,Male,conmedic,Only some,0
657,40,Male,consci,Only some,0
658,47,Male,coneduc,Hardly any,0
658,47,Male,conmedic,A great deal,1
658,47,Male,consci,Only some,0
661,63,Male,coneduc,A great deal,1
661,63,Male,conmedic,A great deal,1
661,63,Male,consci,Only some,0
663,47,Female,coneduc,Only some,0
663,47,Female,conmedic,Only some,0
663,47,Female,consci,Only some,0
666,36,Female,coneduc,Hardly any,0
666,36,Female,conmedic,Only some,0
666,36,Female,consci,Only some,0
667,34,Male,coneduc,Only some,0
667,34,Male,conmedic,A great deal,1
667,34,Male,consci,A great deal,1
668,30,Female,coneduc,Only some,0
668,30,Female,conmedic,Only some,0
668,30,Female,consci,Only some,0
669,71,Female,coneduc,Hardly any,0
669,71,Female,conmedic,Hardly any,0
669,71,Female,consci,Only some,0
670,28,Female,coneduc,A great deal,1
670,28,Female,conmedic,A great deal,1
670,28,Female,consci,Only some,0
671,65,Male,coneduc,Only some,0
671,65,Male,conmedic,Only some,0
671,65,Male,consci,A great deal,1
672,49,Male,coneduc,Hardly any,0
672,49,Male,conmedic,Hardly any,0
672,49,Male,consci,Hardly any,0
673,32,Male,coneduc,Only some,0
673,32,Male,conmedic,Only some,0
673,32,Male,consci,Only some,0
676,22,Male,coneduc,Hardly any,0
676,22,Male,conmedic,A great deal,1
676,22,Male,consci,A great deal,1
678,86,Male,coneduc,Only some,0
678,86,Male,conmedic,Only some,0
678,86,Male,consci,Only some,0
679,59,Female,coneduc,Only some,0
679,59,Female,conmedic,Only some,0
679,59,Female,consci,Hardly any,0
681,54,Male,coneduc,Hardly any,0
681,54,Male,conmedic,Only some,0
681,54,Male,consci,Hardly any,0
682,71,Female,coneduc,A great deal,1
682,71,Female,conmedic,A great deal,1
682,71,Female,consci,Only some,0
685,34,Male,coneduc,Only some,0
685,34,Male,conmedic,A great deal,1
685,34,Male,consci,A great deal,1
686,52,Female,coneduc,A great deal,1
686,52,Female,conmedic,A great deal,1
686,52,Female,consci,Only some,0
689,23,Male,coneduc,Only some,0
689,23,Male,conmedic,Hardly any,0
689,23,Male,consci,Only some,0
691,34,Male,coneduc,Only some,0
691,34,Male,conmedic,Hardly any,0
691,34,Male,consci,Only some,0
692,32,Female,coneduc,Hardly any,0
692,32,Female,conmedic,Hardly any,0
692,32,Female,consci,Only some,0
695,46,Male,coneduc,Only some,0
695,46,Male,conmedic,Only some,0
695,46,Male,consci,A great deal,1
697,79,Female,coneduc,A great deal,1
697,79,Female,conmedic,A great deal,1
697,79,Female,consci,A great deal,1
699,40,Female,coneduc,Only some,0
699,40,Female,conmedic,Only some,0
699,40,Female,consci,Only some,0
700,89,Female,coneduc,A great deal,1
700,89,Female,conmedic,A great deal,1
700,89,Female,consci,A great deal,1
701,65,Male,coneduc,Only some,0
701,65,Male,conmedic,A great deal,1
701,65,Male,consci,Only some,0
702,69,Female,coneduc,Only some,0
702,69,Female,conmedic,Only some,0
702,69,Female,consci,Only some,0
703,73,Male,coneduc,Only some,0
703,73,Male,conmedic,A great deal,1
703,73,Male,consci,Hardly any,0
705,46,Female,coneduc,A great deal,1
705,46,Female,conmedic,Only some,0
705,46,Female,consci,A great deal,1
707,71,Male,coneduc,Only some,0
707,71,Male,conmedic,Only some,0
707,71,Male,consci,Hardly any,0
709,68,Female,coneduc,Only some,0
709,68,Female,conmedic,Only some,0
709,68,Female,consci,A great deal,1
712,26,Male,coneduc,Only some,0
712,26,Male,conmedic,Only some,0
712,26,Male,consci,A great deal,1
714,70,Male,coneduc,A great deal,1
714,70,Male,conmedic,Only some,0
714,70,Male,consci,A great deal,1
715,38,Female,coneduc,A great deal,1
715,38,Female,conmedic,Only some,0
715,38,Female,consci,Hardly any,0
716,39,Male,coneduc,Only some,0
716,39,Male,conmedic,A great deal,1
716,39,Male,consci,A great deal,1
717,19,Male,coneduc,A great deal,1
717,19,Male,conmedic,Only some,0
717,19,Male,consci,Only some,0
718,45,Male,coneduc,Only some,0
718,45,Male,conmedic,A great deal,1
718,45,Male,consci,A great deal,1
721,19,Female,coneduc,Hardly any,0
721,19,Female,conmedic,Hardly any,0
721,19,Female,consci,A great deal,1
722,48,Female,coneduc,Hardly any,0
722,48,Female,conmedic,Only some,0
722,48,Female,consci,Only some,0
723,38,Female,coneduc,Hardly any,0
723,38,Female,conmedic,Only some,0
723,38,Female,consci,Only some,0
724,24,Male,coneduc,Only some,0
724,24,Male,conmedic,Only some,0
724,24,Male,consci,A great deal,1
726,50,Male,coneduc,A great deal,1
726,50,Male,conmedic,A great deal,1
726,50,Male,consci,A great deal,1
727,48,Male,coneduc,A great deal,1
727,48,Male,conmedic,Hardly any,0
727,48,Male,consci,Only some,0
729,59,Male,coneduc,A great deal,1
729,59,Male,conmedic,Only some,0
729,59,Male,consci,Only some,0
730,25,Male,coneduc,Only some,0
730,25,Male,conmedic,Only some,0
730,25,Male,consci,Only some,0
732,40,Female,coneduc,A great deal,1
732,40,Female,conmedic,Only some,0
732,40,Female,consci,Only some,0
733,73,Female,coneduc,Only some,0
733,73,Female,conmedic,Hardly any,0
733,73,Female,consci,A great deal,1
736,43,Male,coneduc,Only some,0
736,43,Male,conmedic,Only some,0
736,43,Male,consci,Only some,0
737,68,Female,coneduc,Only some,0
737,68,Female,conmedic,A great deal,1
737,68,Female,consci,Only some,0
738,18,Male,coneduc,Only some,0
738,18,Male,conmedic,A great deal,1
738,18,Male,consci,A great deal,1
739,54,Female,coneduc,Only some,0
739,54,Female,conmedic,Only some,0
739,54,Female,consci,A great deal,1
741,28,Female,coneduc,Only some,0
741,28,Female,conmedic,Only some,0
741,28,Female,consci,A great deal,1
742,46,Male,coneduc,Only some,0
742,46,Male,conmedic,Only some,0
742,46,Male,consci,Only some,0
743,47,Male,coneduc,Only some,0
743,47,Male,conmedic,A great deal,1
743,47,Male,consci,Only some,0
745,18,Male,coneduc,A great deal,1
745,18,Male,conmedic,A great deal,1
745,18,Male,consci,A great deal,1
747,65,Female,coneduc,Hardly any,0
747,65,Female,conmedic,Only some,0
747,65,Female,consci,Hardly any,0
748,25,Female,coneduc,A great deal,1
748,25,Female,conmedic,A great deal,1
748,25,Female,consci,Only some,0
749,30,Male,coneduc,Only some,0
749,30,Male,conmedic,Only some,0
749,30,Male,consci,Only some,0
751,68,Female,coneduc,Only some,0
751,68,Female,conmedic,Only some,0
751,68,Female,consci,Only some,0
752,47,Male,coneduc,Only some,0
752,47,Male,conmedic,A great deal,1
752,47,Male,consci,A great deal,1
753,61,Male,coneduc,A great deal,1
753,61,Male,conmedic,Hardly any,0
753,61,Male,consci,Only some,0
754,23,Male,coneduc,Only some,0
754,23,Male,conmedic,Only some,0
754,23,Male,consci,Only some,0
756,19,Male,coneduc,Hardly any,0
756,19,Male,conmedic,Only some,0
756,19,Male,consci,Only some,0
758,34,Female,coneduc,A great deal,1
758,34,Female,conmedic,Only some,0
758,34,Female,consci,Only some,0
761,64,Male,coneduc,A great deal,1
761,64,Male,conmedic,Only some,0
761,64,Male,consci,Only some,0
763,42,Female,coneduc,Only some,0
763,42,Female,conmedic,A great deal,1
763,42,Female,consci,Only some,0
764,44,Female,coneduc,Only some,0
764,44,Female,conmedic,Hardly any,0
764,44,Female,consci,Only some,0
766,43,Male,coneduc,Only some,0
766,43,Male,conmedic,Only some,0
766,43,Male,consci,A great deal,1
769,36,Male,coneduc,Hardly any,0
769,36,Male,conmedic,Hardly any,0
769,36,Male,consci,Only some,0
770,30,Male,coneduc,Only some,0
770,30,Male,conmedic,Only some,0
770,30,Male,consci,A great deal,1
771,58,Male,coneduc,Only some,0
771,58,Male,conmedic,A great deal,1
771,58,Male,consci,A great deal,1
775,51,Female,coneduc,Hardly any,0
775,51,Female,conmedic,Only some,0
775,51,Female,consci,A great deal,1
776,27,Female,coneduc,Only some,0
776,27,Female,conmedic,A great deal,1
776,27,Female,consci,A great deal,1
778,28,Male,coneduc,Hardly any,0
778,28,Male,conmedic,Only some,0
778,28,Male,consci,Only some,0
779,34,Male,coneduc,Only some,0
779,34,Male,conmedic,Only some,0
779,34,Male,consci,A great deal,1
780,40,Female,coneduc,Only some,0
780,40,Female,conmedic,A great deal,1
780,40,Female,consci,A great deal,1
781,35,Female,coneduc,Only some,0
781,35,Female,conmedic,Only some,0
781,35,Female,consci,Only some,0
782,70,Male,coneduc,Only some,0
782,70,Male,conmedic,Hardly any,0
782,70,Male,consci,Only some,0
785,56,Male,coneduc,A great deal,1
785,56,Male,conmedic,Only some,0
785,56,Male,consci,A great deal,1
787,33,Female,coneduc,Only some,0
787,33,Female,conmedic,Only some,0
787,33,Female,consci,A great deal,1
790,55,Male,coneduc,Only some,0
790,55,Male,conmedic,A great deal,1
790,55,Male,consci,A great deal,1
792,74,Female,coneduc,A great deal,1
792,74,Female,conmedic,Only some,0
792,74,Female,consci,Only some,0
794,24,Female,coneduc,A great deal,1
794,24,Female,conmedic,A great deal,1
794,24,Female,consci,A great deal,1
795,62,Male,coneduc,Only some,0
795,62,Male,conmedic,Hardly any,0
795,62,Male,consci,A great deal,1
796,74,Female,coneduc,Only some,0
796,74,Female,conmedic,Only some,0
796,74,Female,consci,A great deal,1
797,24,Female,coneduc,Only some,0
797,24,Female,conmedic,Only some,0
797,24,Female,consci,Only some,0
799,59,Female,coneduc,Hardly any,0
799,59,Female,conmedic,Only some,0
799,59,Female,consci,Only some,0
802,19,Female,coneduc,Only some,0
802,19,Female,conmedic,Only some,0
802,19,Female,consci,Only some,0
804,40,Male,coneduc,Only some,0
804,40,Male,conmedic,Only some,0
804,40,Male,consci,A great deal,1
806,61,Male,coneduc,Only some,0
806,61,Male,conmedic,Only some,0
806,61,Male,consci,Only some,0
808,39,Male,coneduc,Only some,0
808,39,Male,conmedic,Only some,0
808,39,Male,consci,Only some,0
809,45,Female,coneduc,Only some,0
809,45,Female,conmedic,Only some,0
809,45,Female,consci,Only some,0
810,60,Male,coneduc,Only some,0
810,60,Male,conmedic,Only some,0
810,60,Male,consci,Only some,0
811,32,Male,coneduc,Only some,0
811,32,Male,conmedic,A great deal,1
811,32,Male,consci,A great deal,1
812,39,Male,coneduc,Only some,0
