id,age,sex,question,conf,greatly
812,39,Male,conmedic,A great deal,1
812,39,Male,consci,A great deal,1
813,52,Female,coneduc,Only some,0
813,52,Female,conmedic,Hardly any,0
813,52,Female,consci,Only some,0
814,44,Female,coneduc,Only some,0
814,44,Female,conmedic,Hardly any,0
814,44,Female,consci,Only some,0
815,59,Female,coneduc,Only some,0
815,59,Female,conmedic,Only some,0
815,59,Female,consci,Only some,0
816,46,Female,coneduc,Only some,0
816,46,Female,conmedic,Only some,0
816,46,Female,consci,A great deal,1
818,26,Male,coneduc,A great deal,1
818,26,Male,conmedic,A great deal,1
818,26,Male,consci,A great deal,1
819,31,Male,coneduc,Only some,0
819,31,Male,conmedic,A great deal,1
819,31,Male,consci,Only some,0
820,19,Male,coneduc,A great deal,1
820,19,Male,conmedic,Only some,0
820,19,Male,consci,A great deal,1
821,40,Female,coneduc,Only some,0
821,40,Female,conmedic,Hardly any,0
821,40,Female,consci,Only some,0
822,64,Male,coneduc,Only some,0
822,64,Male,conmedic,Only some,0
822,64,Male,consci,A great deal,1
823,25,Male,coneduc,Only some,0
823,25,Male,conmedic,Hardly any,0
823,25,Male,consci,A great deal,1
824,56,Male,coneduc,Only some,0
824,56,Male,conmedic,A great deal,1
824,56,Male,consci,Only some,0
825,41,Female,coneduc,Only some,0
825,41,Female,conmedic,A great deal,1
825,41,Female,consci,A great deal,1
826,54,Female,coneduc,Only some,0
826,54,Female,conmedic,Only some,0
826,54,Female,consci,A great deal,1
829,56,Female,coneduc,Only some,0
829,56,Female,conmedic,Only some,0
829,56,Female,consci,Only some,0
831,50,Male,coneduc,Only some,0
831,50,Male,conmedic,A great deal,1
831,50,Male,consci,A great deal,1
832,69,Male,coneduc,Only some,0
832,69,Male,conmedic,Only some,0
832,69,Male,consci,Only some,0
833,49,Male,coneduc,Only some,0
833,49,Male,conmedic,Only some,0
833,49,Male,consci,Only some,0
834,61,Male,coneduc,Only some,0
834,61,Male,conmedic,Only some,0
834,61,Male,consci,Only some,0
835,38,Female,coneduc,Only some,0
835,38,Female,conmedic,Hardly any,0
835,38,Female,consci,Only some,0
836,74,Male,coneduc,Only some,0
836,74,Male,conmedic,Only some,0
836,74,Male,consci,Only some,0
837,40,Female,coneduc,Only some,0
837,40,Female,conmedic,Only some,0
837,40,Female,consci,Only some,0
839,41,Male,coneduc,Only some,0
839,41,Male,conmedic,A great deal,1
839,41,Male,consci,A great deal,1
840,78,Male,coneduc,Only some,0
840,78,Male,conmedic,A great deal,1
840,78,Male,consci,Only some,0
842,50,Female,coneduc,Only some,0
842,50,Female,conmedic,A great deal,1
842,50,Female,consci,A great deal,1
843,41,Female,coneduc,Only some,0
843,41,Female,conmedic,Only some,0
843,41,Female,consci,A great deal,1
845,56,Male,coneduc,Only some,0
845,56,Male,conmedic,A great deal,1
845,56,Male,consci,A great deal,1
847,25,Male,coneduc,Hardly any,0
847,25,Male,conmedic,Only some,0
847,25,Male,consci,Only some,0
848,55,Female,coneduc,Only some,0
848,55,Female,conmedic,Hardly any,0
848,55,Female,consci,A great deal,1
850,39,Female,coneduc,Only some,0
850,39,Female,conmedic,Only some,0
850,39,Female,consci,Only some,0
851,42,Female,coneduc,Only some,0
851,42,Female,conmedic,Only some,0
851,42,Female,consci,A great deal,1
852,25,Male,coneduc,Only some,0
852,25,Male,conmedic,Only some,0
852,25,Male,consci,Hardly any,0
853,76,Female,coneduc,A great deal,1
853,76,Female,conmedic,Only some,0
853,76,Female,consci,Only some,0
856,53,Female,coneduc,Only some,0
856,53,Female,conmedic,A great deal,1
856,53,Female,consci,A great deal,1
858,62,Female,coneduc,Only some,0
858,62,Female,conmedic,Only some,0
858,62,Female,consci,Only some,0
859,56,Female,coneduc,Only some,0
859,56,Female,conmedic,Only some,0
859,56,Female,consci,Only some,0
860,70,Male,coneduc,Only some,0
860,70,Male,conmedic,Only some,0
860,70,Male,consci,A great deal,1
861,35,Male,coneduc,Hardly any,0
861,35,Male,conmedic,Hardly any,0
861,35,Male,consci,A great deal,1
863,32,Male,coneduc,A great deal,1
863,32,Male,conmedic,Only some,0
863,32,Male,consci,A great deal,1
864,27,Female,coneduc,Hardly any,0
864,27,Female,conmedic,A great deal,1
864,27,Female,consci,Hardly any,0
865,67,Male,coneduc,A great deal,1
865,67,Male,conmedic,Only some,0
865,67,Male,consci,A great deal,1
867,31,Male,coneduc,Hardly any,0
867,31,Male,conmedic,Hardly any,0
867,31,Male,consci,Only some,0
868,79,Female,coneduc,Only some,0
868,79,Female,conmedic,A great deal,1
868,79,Female,consci,Only some,0
869,41,Female,coneduc,Hardly any,0
869,41,Female,conmedic,Hardly any,0
869,41,Female,consci,Hardly any,0
871,42,Female,coneduc,Only some,0
871,42,Female,conmedic,Hardly any,0
871,42,Female,consci,Only some,0
872,89,Female,coneduc,Only some,0
872,89,Female,conmedic,Only some,0
872,89,Female,consci,Only some,0
875,77,Male,coneduc,Hardly any,0
875,77,Male,conmedic,Only some,0
875,77,Male,consci,Only some,0
876,42,Female,coneduc,Hardly any,0
876,42,Female,conmedic,A great deal,1
876,42,Female,consci,A great deal,1
878,64,Female,coneduc,Only some,0
878,64,Female,conmedic,Only some,0
878,64,Female,consci,Only some,0
879,83,Female,coneduc,Hardly any,0
879,83,Female,conmedic,Hardly any,0
879,83,Female,consci,Only some,0
881,31,Female,coneduc,A great deal,1
881,31,Female,conmedic,A great deal,1
881,31,Female,consci,A great deal,1
882,42,Female,coneduc,Only some,0
882,42,Female,conmedic,A great deal,1
882,42,Female,consci,Only some,0
884,47,Male,coneduc,Only some,0
884,47,Male,conmedic,Only some,0
884,47,Male,consci,Only some,0
886,53,Female,coneduc,Only some,0
886,53,Female,conmedic,Hardly any,0
886,53,Female,consci,Only some,0
887,57,Male,coneduc,A great deal,1
887,57,Male,conmedic,A great deal,1
887,57,Male,consci,A great deal,1
889,83,Female,coneduc,Only some,0
889,83,Female,conmedic,Only some,0
889,83,Female,consci,A great deal,1
890,68,Female,coneduc,A great deal,1
890,68,Female,conmedic,A great deal,1
890,68,Female,consci,Only some,0
891,64,Male,coneduc,Only some,0
891,64,Male,conmedic,Only some,0
891,64,Male,consci,Only some,0
893,70,Female,coneduc,A great deal,1
893,70,Female,conmedic,Only some,0
893,70,Female,consci,A great deal,1
894,21,Male,coneduc,Only some,0
894,21,Male,conmedic,Only some,0
894,21,Male,consci,Only some,0
895,29,Male,coneduc,Hardly any,0
895,29,Male,conmedic,Hardly any,0
895,29,Male,consci,Only some,0
898,53,Female,coneduc,Only some,0
898,53,Female,conmedic,Hardly any,0
898,53,Female,consci,Only some,0
899,68,Male,coneduc,Only some,0
899,68,Male,conmedic,Only some,0
899,68,Male,consci,Only some,0
901,68,Female,coneduc,Only some,0
901,68,Female,conmedic,Only some,0
901,68,Female,consci,Hardly any,0
902,39,Male,coneduc,Hardly any,0
902,39,Male,conmedic,Only some,0
902,39,Male,consci,A great deal,1
903,57,Male,coneduc,Hardly any,0
903,57,Male,conmedic,Only some,0
903,57,Male,consci,Only some,0
904,25,Male,coneduc,Hardly any,0
904,25,Male,conmedic,Hardly any,0
904,25,Male,consci,Hardly any,0
906,25,Male,coneduc,Only some,0
906,25,Male,conmedic,Only some,0
906,25,Male,consci,Only some,0
907,19,Female,coneduc,Only some,0
907,19,Female,conmedic,A great deal,1
907,19,Female,consci,A great deal,1
910,69,Female,coneduc,Only some,0
910,69,Female,conmedic,Hardly any,0
910,69,Female,consci,Only some,0
911,26,Female,coneduc,Only some,0
911,26,Female,conmedic,A great deal,1
911,26,Female,consci,A great deal,1
913,27,Female,coneduc,Only some,0
913,27,Female,conmedic,A great deal,1
913,27,Female,consci,A great deal,1
914,53,Male,coneduc,A great deal,1
914,53,Male,conmedic,Only some,0
914,53,Male,consci,Only some,0
917,19,Female,coneduc,Hardly any,0
917,19,Female,conmedic,Only some,0
917,19,Female,consci,Only some,0
918,56,Male,coneduc,Only some,0
918,56,Male,conmedic,Only some,0
918,56,Male,consci,Only some,0
919,69,Male,coneduc,Only some,0
919,69,Male,conmedic,Only some,0
919,69,Male,consci,Only some,0
920,66,Female,coneduc,Hardly any,0
920,66,Female,conmedic,Only some,0
920,66,Female,consci,A great deal,1
921,69,Female,coneduc,Only some,0
921,69,Female,conmedic,A great deal,1
921,69,Female,consci,A great deal,1
923,43,Female,coneduc,A great deal,1
923,43,Female,conmedic,Only some,0
923,43,Female,consci,Only some,0
926,38,Male,coneduc,Only some,0
926,38,Male,conmedic,A great deal,1
926,38,Male,consci,Only some,0
928,51,Male,coneduc,Only some,0
928,51,Male,conmedic,Only some,0
928,51,Male,consci,Only some,0
929,59,Female,coneduc,Only some,0
929,59,Female,conmedic,Only some,0
929,59,Female,consci,Only some,0
931,73,Male,coneduc,Only some,0
931,73,Male,conmedic,A great deal,1
931,73,Male,consci,A great deal,1
932,67,Male,coneduc,Only some,0
932,67,Male,conmedic,A great deal,1
932,67,Male,consci,A great deal,1
934,61,Female,coneduc,Only some,0
934,61,Female,conmedic,A great deal,1
934,61,Female,consci,Only some,0
935,50,Female,coneduc,Only some,0
935,50,Female,conmedic,Only some,0
935,50,Female,consci,Only some,0
936,67,Male,coneduc,Only some,0
936,67,Male,conmedic,A great deal,1
936,67,Male,consci,A great deal,1
938,48,Female,coneduc,Hardly any,0
938,48,Female,conmedic,Only some,0
938,48,Female,consci,Hardly any,0
940,58,Male,coneduc,Only some,0
940,58,Male,conmedic,A great deal,1
940,58,Male,consci,Only some,0
941,54,Female,coneduc,Only some,0
941,54,Female,conmedic,A great deal,1
941,54,Female,consci,A great deal,1
942,20,Male,coneduc,Hardly any,0
942,20,Male,conmedic,Only some,0
942,20,Male,consci,A great deal,1
943,89,Female,coneduc,Only some,0
943,89,Female,conmedic,A great deal,1
943,89,Female,consci,A great deal,1
945,59,Male,coneduc,A great deal,1
945,59,Male,conmedic,A great deal,1
945,59,Male,consci,A great deal,1
946,47,Female,coneduc,Hardly any,0
946,47,Female,conmedic,Only some,0
946,47,Female,consci,A great deal,1
949,65,Male,coneduc,Only some,0
949,65,Male,conmedic,Only some,0
949,65,Male,consci,Only some,0
951,28,Female,coneduc,Only some,0
951,28,Female,conmedic,Only some,0
951,28,Female,consci,Only some,0
953,45,Male,coneduc,A great deal,1
953,45,Male,conmedic,A great deal,1
953,45,Male,consci,A great deal,1
954,40,Female,coneduc,Only some,0
954,40,Female,conmedic,Only some,0
954,40,Female,consci,Only some,0
956,74,Male,coneduc,A great deal,1
956,74,Male,conmedic,A great deal,1
956,74,Male,consci,A great deal,1
957,79,Female,coneduc,Only some,0
957,79,Female,conmedic,Hardly any,0
957,79,Female,consci,Only some,0
959,61,Male,coneduc,Only some,0
959,61,Male,conmedic,A great deal,1
959,61,Male,consci,Only some,0
960,49,Male,coneduc,A great deal,1
960,49,Male,conmedic,A great deal,1
960,49,Male,consci,A great deal,1
962,25,Female,coneduc,Only some,0
962,25,Female,conmedic,Only some,0
962,25,Female,consci,Only some,0
963,36,Male,coneduc,Hardly any,0
963,36,Male,conmedic,Hardly any,0
963,36,Male,consci,Only some,0
964,75,Female,coneduc,Hardly any,0
964,75,Female,conmedic,A great deal,1
964,75,Female,consci,Only some,0
965,22,Male,coneduc,Hardly any,0
965,22,Male,conmedic,Only some,0
965,22,Male,consci,Only some,0
967,26,Female,coneduc,Only some,0
967,26,Female,conmedic,A great deal,1
967,26,Female,consci,Only some,0
969,26,Female,coneduc,Only some,0
969,26,Female,conmedic,Hardly any,0
969,26,Female,consci,Hardly any,0
971,32,Male,coneduc,Only some,0
971,32,Male,conmedic,Hardly any,0
971,32,Male,consci,Only some,0
972,54,Female,coneduc,Only some,0
972,54,Female,conmedic,A great deal,1
972,54,Female,consci,Only some,0
973,27,Male,coneduc,A great deal,1
973,27,Male,conmedic,Only some,0
973,27,Male,consci,A great deal,1
974,27,Female,coneduc,Only some,0
974,27,Female,conmedic,Only some,0
974,27,Female,consci,Only some,0
976,37,Female,coneduc,Only some,0
976,37,Female,conmedic,Only some,0
976,37,Female,consci,A great deal,1
977,41,Male,coneduc,Hardly any,0
977,41,Male,conmedic,Only some,0
977,41,Male,consci,A great deal,1
978,32,Female,coneduc,Only some,0
978,32,Female,conmedic,Only some,0
978,32,Female,consci,A great deal,1
980,42,Male,coneduc,A great deal,1
980,42,Male,conmedic,A great deal,1
980,42,Male,consci,A great deal,1
981,57,Male,coneduc,A great deal,1
981,57,Male,conmedic,Only some,0
981,57,Male,consci,A great deal,1
983,41,Male,coneduc,Only some,0
983,41,Male,conmedic,Only some,0
983,41,Male,consci,Only some,0
985,46,Male,coneduc,Only some,0
985,46,Male,conmedic,Only some,0
985,46,Male,consci,A great deal,1
988,37,Female,coneduc,Only some,0
988,37,Female,conmedic,Only some,0
988,37,Female,consci,Only some,0
989,60,Female,coneduc,A great deal,1
989,60,Female,conmedic,Only some,0
989,60,Female,consci,Hardly any,0
990,57,Male,coneduc,Hardly any,0
990,57,Male,conmedic,Only some,0
990,57,Male,consci,Only some,0
992,25,Male,coneduc,Only some,0
992,25,Male,conmedic,Hardly any,0
992,25,Male,consci,A great deal,1
994,65,Male,coneduc,A great deal,1
994,65,Male,conmedic,Only some,0
994,65,Male,consci,A great deal,1
996,34,Female,coneduc,A great deal,1
996,34,Female,conmedic,Only some,0
996,34,Female,consci,A great deal,1
997,40,Female,coneduc,Only some,0
997,40,Female,conmedic,Only some,0
997,40,Female,consci,Only some,0
998,26,Female,coneduc,Hardly any,0
998,26,Female,conmedic,Only some,0
998,26,Female,consci,Only some,0
999,23,Female,coneduc,Only some,0
999,23,Female,conmedic,Only some,0
999,23,Female,consci,A great deal,1
1001,28,Female,coneduc,Hardly any,0
1001,28,Female,conmedic,Only some,0
1001,28,Female,consci,Only some,0
1002,56,Female,coneduc,Only some,0
1002,56,Female,conmedic,Only some,0
1002,56,Female,consci,Only some,0
1003,84,Male,coneduc,Only some,0
1003,84,Male,conmedic,A great deal,1
1003,84,Male,consci,A great deal,1
1004,42,Female,coneduc,Only some,0
1004,42,Female,conmedic,A great deal,1
1004,42,Female,consci,Hardly any,0
1005,44,Male,coneduc,Hardly any,0
1005,44,Male,conmedic,Only some,0
1005,44,Male,consci,Only some,0
1006,51,Male,coneduc,Hardly any,0
1006,51,Male,conmedic,Only some,0
1006,51,Male,consci,Only some,0
1007,61,Male,coneduc,A great deal,1
1007,61,Male,conmedic,A great deal,1
1007,61,Male,consci,A great deal,1
1008,37,Female,coneduc,Only some,0
1008,37,Female,conmedic,Only some,0
1008,37,Female,consci,A great deal,1
1009,39,Male,coneduc,Only some,0
1009,39,Male,conmedic,Only some,0
1009,39,Male,consci,Only some,0
1010,65,Male,coneduc,Hardly any,0
1010,65,Male,conmedic,Only some,0
1010,65,Male,consci,A great deal,1
1012,26,Female,coneduc,A great deal,1
1012,26,Female,conmedic,A great deal,1
1012,26,Female,consci,Only some,0
1013,55,Female,coneduc,Only some,0
1013,55,Female,conmedic,Only some,0
1013,55,Female,consci,Only some,0
1015,50,Female,coneduc,Only some,0
1015,50,Female,conmedic,A great deal,1
1015,50,Female,consci,Only some,0
1016,61,Male,coneduc,Only some,0
1016,61,Male,conmedic,A great deal,1
1016,61,Male,consci,A great deal,1
1018,42,Female,coneduc,Hardly any,0
1018,42,Female,conmedic,Hardly any,0
1018,42,Female,consci,Hardly any,0
1020,60,Female,coneduc,A great deal,1
1020,60,Female,conmedic,Only some,0
1020,60,Female,consci,A great deal,1
1021,46,Female,coneduc,Hardly any,0
1021,46,Female,conmedic,A great deal,1
1021,46,Female,consci,A great deal,1
1022,35,Female,coneduc,A great deal,1
1022,35,Female,conmedic,A great deal,1
1022,35,Female,consci,Only some,0
1024,35,Female,coneduc,Only some,0
1024,35,Female,conmedic,A great deal,1
1024,35,Female,consci,A great deal,1
1026,58,Male,coneduc,Only some,0
1026,58,Male,conmedic,Only some,0
1026,58,Male,consci,A great deal,1
1028,86,Male,coneduc,Only some,0
1028,86,Male,conmedic,Only some,0
1028,86,Male,consci,A great deal,1
1030,44,Female,coneduc,Hardly any,0
1030,44,Female,conmedic,Hardly any,0
1030,44,Female,consci,Only some,0
1032,58,Female,coneduc,Only some,0
1032,58,Female,conmedic,A great deal,1
1032,58,Female,consci,A great deal,1
1033,54,Male,coneduc,Hardly any,0
1033,54,Male,conmedic,A great deal,1
1033,54,Male,consci,A great deal,1
1034,31,Female,coneduc,Only some,0
1034,31,Female,conmedic,Only some,0
1034,31,Female,consci,A great deal,1
1036,39,Male,coneduc,Hardly any,0
1036,39,Male,conmedic,A great deal,1
1036,39,Male,consci,Only some,0
1037,86,Female,coneduc,Only some,0
1037,86,Female,conmedic,Only some,0
1037,86,Female,consci,Only some,0
1038,54,Male,coneduc,Only some,0
1038,54,Male,conmedic,A great deal,1
1038,54,Male,consci,A great deal,1
1041,45,Male,coneduc,Only some,0
1041,45,Male,conmedic,Only some,0
1041,45,Male,consci,Only some,0
1044,23,Male,coneduc,A great deal,1
1044,23,Male,conmedic,A great deal,1
1044,23,Male,consci,Only some,0
1047,72,Female,coneduc,Only some,0
1047,72,Female,conmedic,Only some,0
1047,72,Female,consci,Hardly any,0
1048,55,Female,coneduc,A great deal,1
1048,55,Female,conmedic,A great deal,1
1048,55,Female,consci,A great deal,1
1049,69,Male,coneduc,A great deal,1
1049,69,Male,conmedic,A great deal,1
1049,69,Male,consci,A great deal,1
1052,45,Female,coneduc,Only some,0
1052,45,Female,conmedic,Only some,0
1052,45,Female,consci,Only some,0
1054,22,Male,coneduc,A great deal,1
1054,22,Male,conmedic,A great deal,1
1054,22,Male,consci,A great deal,1
1055,66,Female,coneduc,Only some,0
1055,66,Female,conmedic,Only some,0
1055,66,Female,consci,A great deal,1
1057,21,Male,coneduc,Hardly any,0
1057,21,Male,conmedic,Only some,0
1057,21,Male,consci,A great deal,1
1058,65,Male,coneduc,Only some,0
1058,65,Male,conmedic,A great deal,1
1058,65,Male,consci,A great deal,1
1060,50,Female,coneduc,Hardly any,0
1060,50,Female,conmedic,Hardly any,0
1060,50,Female,consci,A great deal,1
1062,53,Male,coneduc,Only some,0
1062,53,Male,conmedic,Only some,0
1062,53,Male,consci,Only some,0
1064,47,Female,coneduc,Hardly any,0
1064,47,Female,conmedic,Hardly any,0
1064,47,Female,consci,Only some,0
1066,44,Female,coneduc,Only some,0
1066,44,Female,conmedic,A great deal,1
1066,44,Female,consci,A great deal,1
1067,50,Male,coneduc,Hardly any,0
1067,50,Male,conmedic,Hardly any,0
1067,50,Male,consci,Hardly any,0
1068,51,Male,coneduc,Only some,0
1068,51,Male,conmedic,A great deal,1
1068,51,Male,consci,A great deal,1
1070,44,Female,coneduc,Hardly any,0
1070,44,Female,conmedic,Hardly any,0
1070,44,Female,consci,Only some,0
1071,40,Male,coneduc,A great deal,1
1071,40,Male,conmedic,Only some,0
1071,40,Male,consci,Only some,0
1072,56,Female,coneduc,A great deal,1
1072,56,Female,conmedic,Only some,0
1072,56,Female,consci,Only some,0
1073,52,Female,coneduc,Only some,0
1073,52,Female,conmedic,A great deal,1
1073,52,Female,consci,Hardly any,0
1075,37,Female,coneduc,Only some,0
1075,37,Female,conmedic,Only some,0
1075,37,Female,consci,Only some,0
1076,50,Male,coneduc,Only some,0
1076,50,Male,conmedic,A great deal,1
1076,50,Male,consci,Only some,0
1077,27,Female,coneduc,A great deal,1
1077,27,Female,conmedic,Only some,0
1077,27,Female,consci,Only some,0
1079,41,Male,coneduc,A great deal,1
1079,41,Male,conmedic,A great deal,1
1079,41,Male,consci,A great deal,1
1081,42,Male,coneduc,A great deal,1
1081,42,Male,conmedic,A great deal,1
1081,42,Male,consci,A great deal,1
1083,31,Male,coneduc,Only some,0
1083,31,Male,conmedic,Only some,0
1083,31,Male,consci,Only some,0
1084,33,Female,coneduc,Only some,0
1084,33,Female,conmedic,Hardly any,0
1084,33,Female,consci,Only some,0
1085,69,Female,coneduc,Hardly any,0
1085,69,Female,conmedic,Only some,0
1085,69,Female,consci,A great deal,1
1086,46,Female,coneduc,Hardly any,0
1086,46,Female,conmedic,A great deal,1
1086,46,Female,consci,Only some,0
1088,22,Female,coneduc,Hardly any,0
1088,22,Female,conmedic,A great deal,1
1088,22,Female,consci,A great deal,1
1089,53,Male,coneduc,Only some,0
1089,53,Male,conmedic,Only some,0
1089,53,Male,consci,A great deal,1
1090,30,Male,coneduc,Hardly any,0
1090,30,Male,conmedic,A great deal,1
1090,30,Male,consci,A great deal,1
1092,39,Male,coneduc,Only some,0
1092,39,Male,conmedic,Only some,0
1092,39,Male,consci,Only some,0
1093,27,Male,coneduc,Only some,0
1093,27,Male,conmedic,A great deal,1
1093,27,Male,consci,A great deal,1
1095,60,Female,coneduc,Only some,0
1095,60,Female,conmedic,Only some,0
1095,60,Female,consci,A great deal,1
1096,47,Male,coneduc,Only some,0
1096,47,Male,conmedic,Only some,0
1096,47,Male,consci,Only some,0
1097,33,Male,coneduc,Only some,0
1097,33,Male,conmedic,A great deal,1
1097,33,Male,consci,A great deal,1
1100,27,Female,coneduc,A great deal,1
1100,27,Female,conmedic,A great deal,1
1100,27,Female,consci,A great deal,1
1102,24,Female,coneduc,A great deal,1
1102,24,Female,conmedic,Only some,0
1102,24,Female,consci,A great deal,1
1103,57,Male,coneduc,Only some,0
1103,57,Male,conmedic,Hardly any,0
1103,57,Male,consci,Only some,0
1105,55,Male,coneduc,Only some,0
1105,55,Male,conmedic,Only some,0
1105,55,Male,consci,Only some,0
1106,75,Female,coneduc,A great deal,1
1106,75,Female,conmedic,Hardly any,0
1106,75,Female,consci,Only some,0
1108,70,Male,coneduc,Hardly any,0
1108,70,Male,conmedic,Only some,0
1108,70,Male,consci,Only some,0
1110,28,Female,coneduc,Hardly any,0
1110,28,Female,conmedic,Hardly any,0
1110,28,Female,consci,Only some,0
1112,48,Male,coneduc,Only some,0
1112,48,Male,conmedic,A great deal,1
1112,48,Male,consci,Only some,0
1113,18,Female,coneduc,Only some,0
1113,18,Female,conmedic,A great deal,1
1113,18,Female,consci,Only some,0
1114,27,Male,coneduc,Hardly any,0
1114,27,Male,conmedic,A great deal,1
1114,27,Male,consci,Only some,0
1116,69,Female,coneduc,Hardly any,0
1116,69,Female,conmedic,A great deal,1
1116,69,Female,consci,Only some,0
1121,59,Female,coneduc,Only some,0
1121,59,Female,conmedic,Only some,0
1121,59,Female,consci,Only some,0
1126,29,Male,coneduc,Only some,0
1126,29,Male,conmedic,A great deal,1
1126,29,Male,consci,A great deal,1
1127,21,Female,coneduc,A great deal,1
1127,21,Female,conmedic,A great deal,1
1127,21,Female,consci,A great deal,1
1128,21,Female,coneduc,Hardly any,0
1128,21,Female,conmedic,A great deal,1
1128,21,Female,consci,Only some,0
1129,25,Male,coneduc,Only some,0
1129,25,Male,conmedic,Only some,0
1129,25,Male,consci,A great deal,1
1131,23,Male,coneduc,Only some,0
1131,23,Male,conmedic,Hardly any,0
1131,23,Male,consci,Only some,0
1133,21,Male,coneduc,Hardly any,0
1133,21,Male,conmedic,Only some,0
1133,21,Male,consci,A great deal,1
1134,55,Male,coneduc,Only some,0
1134,55,Male,conmedic,Only some,0
1134,55,Male,consci,Only some,0
1135,63,Male,coneduc,A great deal,1
1135,63,Male,conmedic,A great deal,1
1135,63,Male,consci,A great deal,1
1137,40,Male,coneduc,Only some,0
1137,40,Male,conmedic,Only some,0
1137,40,Male,consci,A great deal,1
1139,64,Female,coneduc,Only some,0
1139,64,Female,conmedic,Only some,0
1139,64,Female,consci,Only some,0
1141,84,Male,coneduc,A great deal,1
1141,84,Male,conmedic,A great deal,1
1141,84,Male,consci,A great deal,1
1142,30,Female,coneduc,Only some,0
1142,30,Female,conmedic,Hardly any,0
1142,30,Female,consci,Only some,0
1144,76,Male,coneduc,Only some,0
1144,76,Male,conmedic,A great deal,1
1144,76,Male,consci,A great deal,1
1145,28,Male,coneduc,Only some,0
1145,28,Male,conmedic,Hardly any,0
1145,28,Male,consci,A great deal,1
1146,23,Female,coneduc,Only some,0
1146,23,Female,conmedic,A great deal,1
1146,23,Female,consci,Only some,0
1147,30,Female,coneduc,Hardly any,0
1147,30,Female,conmedic,Only some,0
1147,30,Female,consci,Only some,0
1149,23,Male,coneduc,A great deal,1
1149,23,Male,conmedic,A great deal,1
1149,23,Male,consci,A great deal,1
1150,85,Male,coneduc,Hardly any,0
1150,85,Male,conmedic,Only some,0
1150,85,Male,consci,Only some,0
1152,86,Male,coneduc,Only some,0
1152,86,Male,conmedic,Only some,0
1152,86,Male,consci,Only some,0
1153,82,Male,coneduc,Hardly any,0
1153,82,Male,conmedic,Only some,0
1153,82,Male,consci,A great deal,1
1155,55,Male,coneduc,Hardly any,0
1155,55,Male,conmedic,Hardly any,0
1155,55,Male,consci,Only some,0
1157,22,Male,coneduc,Only some,0
1157,22,Male,conmedic,Only some,0
1157,22,Male,consci,A great deal,1
1158,28,Male,coneduc,Only some,0
1158,28,Male,conmedic,A great deal,1
1158,28,Male,consci,A great deal,1
1160,64,Male,coneduc,A great deal,1
1160,64,Male,conmedic,A great deal,1
1160,64,Male,consci,Only some,0
1162,73,Female,coneduc,Only some,0
1162,73,Female,conmedic,Only some,0
1162,73,Female,consci,Only some,0
1163,68,Female,coneduc,Only some,0
1163,68,Female,conmedic,Only some,0
1163,68,Female,consci,A great deal,1
1165,67,Male,coneduc,Only some,0
1165,67,Male,conmedic,A great deal,1
1165,67,Male,consci,Only some,0
1166,81,Male,coneduc,A great deal,1
1166,81,Male,conmedic,A great deal,1
1166,81,Male,consci,A great deal,1
1168,63,Male,coneduc,Only some,0
1168,63,Male,conmedic,Only some,0
1168,63,Male,consci,Only some,0
1169,71,Female,coneduc,Only some,0
1169,71,Female,conmedic,A great deal,1
1169,71,Female,consci,Only some,0
1174,33,Female,coneduc,Only some,0
1174,33,Female,conmedic,A great deal,1
1174,33,Female,consci,Only some,0
1175,31,Male,coneduc,Only some,0
1175,31,Male,conmedic,Only some,0
1175,31,Male,consci,A great deal,1
1177,35,Male,coneduc,Only some,0
1177,35,Male,conmedic,Only some,0
1177,35,Male,consci,A great deal,1
1179,69,Male,coneduc,Only some,0
1179,69,Male,conmedic,Only some,0
1179,69,Male,consci,A great deal,1
1180,59,Female,coneduc,Hardly any,0
1180,59,Female,conmedic,Hardly any,0
1180,59,Female,consci,Hardly any,0
1181,35,Male,coneduc,Hardly any,0
1181,35,Male,conmedic,Only some,0
1181,35,Male,consci,Only some,0
1183,51,Female,coneduc,Only some,0
1183,51,Female,conmedic,Only some,0
1183,51,Female,consci,A great deal,1
1184,85,Male,coneduc,Hardly any,0
1184,85,Male,conmedic,Only some,0
1184,85,Male,consci,Only some,0
1186,68,Female,coneduc,A great deal,1
1186,68,Female,conmedic,A great deal,1
1186,68,Female,consci,A great deal,1
1187,70,Female,coneduc,Only some,0
1187,70,Female,conmedic,A great deal,1
1187,70,Female,consci,Only some,0
1188,74,Male,coneduc,Only some,0
1188,74,Male,conmedic,Only some,0
1188,74,Male,consci,A great deal,1
1189,68,Female,coneduc,Only some,0
1189,68,Female,conmedic,Only some,0
1189,68,Female,consci,Only some,0
1191,51,Female,coneduc,Only some,0
1191,51,Female,conmedic,A great deal,1
1191,51,Female,consci,Only some,0
1192,66,Male,coneduc,Only some,0
1192,66,Male,conmedic,A great deal,1
1192,66,Male,consci,A great deal,1
1194,74,Female,coneduc,Hardly any,0
1194,74,Female,conmedic,A great deal,1
1194,74,Female,consci,Only some,0
1195,74,Male,coneduc,Only some,0
1195,74,Male,conmedic,A great deal,1
1195,74,Male,consci,A great deal,1
1196,85,Male,coneduc,A great deal,1
1196,85,Male,conmedic,A great deal,1
1196,85,Male,consci,A great deal,1
1197,49,Male,coneduc,Only some,0
1197,49,Male,conmedic,Only some,0
1197,49,Male,consci,A great deal,1
