custid,orderid,date,price,qty
112151,757626,2026-04-22,95.88,2
112152,758215,2026-04-28,35.94,1
112153,712897,2024-07-24,34.74,1
112154,705131,2024-03-11,28.8,1
112155,705499,2024-03-17,23.94,1
112156,716808,2024-10-22,47.94,1
112156,719969,2025-01-08,47.94,1
112157,740784,2025-11-01,23.94,1
112158,701140,2024-01-16,43.14,2
112159,707568,2024-04-13,34.74,1
112160,735128,2025-08-27,34.74,1
112161,728921,2025-06-09,47.94,1
112162,707572,2024-04-13,47.94,1
112163,732411,2025-07-26,135.48,2
112163,735864,2025-09-06,146.16,4
112164,720231,2025-01-13,89.82,3
112165,720353,2025-01-16,67.08,2
112166,734032,2025-08-15,23.94,1
112167,715395,2024-09-19,47.94,1
112168,704700,2024-03-04,28.8,1
112168,708004,2024-04-19,69.48,2
112168,710376,2024-05-29,59.94,1
112169,748777,2026-01-19,35.94,1
112170,721760,2025-02-13,28.8,1
112171,723043,2025-03-08,35.99,1
112172,734935,2025-08-25,35.94,1
112173,729987,2025-06-24,71.98,2
112174,736494,2025-09-13,41.94,1
112175,734740,2025-08-23,35.94,1
112176,742048,2025-11-13,115.14,1
112177,727802,2025-05-25,28.8,1
112177,728522,2025-06-04,57.48,2
112177,733210,2025-08-06,41.94,1
112177,740652,2025-10-31,41.94,1
112178,724459,2025-03-31,34.74,1
112179,714224,2024-08-24,38.28,2
112180,760235,2026-05-15,47.94,1
112181,736860,2025-09-17,47.94,1
112182,705195,2024-03-12,62.28,2
112183,729011,2025-06-10,35.99,1
112183,733914,2025-08-14,35.94,1
112184,750011,2026-02-01,47.94,1
112185,733791,2025-08-12,35.94,1
112185,738976,2025-10-13,37.14,1
112186,725947,2025-04-26,51.48,2
112186,729536,2025-06-18,41.94,1
112187,757308,2026-04-18,71.88,2
112188,710990,2024-06-13,134.16,4
112188,717836,2024-11-15,179.82,3
112188,721412,2025-02-07,161.82,3
112188,741954,2025-11-13,185.88,2
112189,732890,2025-08-01,35.94,1
112190,722927,2025-03-07,95.88,2
112191,706338,2024-03-27,59.94,1
112192,736572,2025-09-14,28.8,1
112193,760028,2026-05-12,35.94,1
112194,707188,2024-04-07,41.94,1
112195,746623,2025-12-25,73.08,2
112196,744963,2025-12-12,23.94,1
112197,732380,2025-07-25,35.99,1
112198,745657,2025-12-17,119.94,1
112199,700508,2024-01-06,51.48,2
112200,723170,2025-03-10,35.94,1
112201,743399,2025-11-27,35.94,1
112202,713167,2024-07-30,34.74,1
112202,713606,2024-08-09,57.6,2
112203,724384,2025-03-30,35.94,1
112204,710012,2024-05-23,28.8,1
112205,730292,2025-06-28,62.28,2
112206,747182,2026-01-01,95.82,3
112207,708164,2024-04-21,43.14,2
112208,706636,2024-03-31,34.74,1
112209,741109,2025-11-04,115.14,1
112210,722838,2025-03-05,23.94,1
112211,723561,2025-03-17,29.94,1
112211,754686,2026-03-20,83.88,2
112212,704284,2024-02-28,34.79,1
112213,757357,2026-04-18,59.88,2
112214,737857,2025-09-29,35.94,1
112215,706246,2024-03-26,47.94,1
112216,724601,2025-04-02,38.28,2
112217,703530,2024-02-18,57.6,2
112218,747913,2026-01-09,35.94,1
112219,710605,2024-06-03,41.94,1
112220,727088,2025-05-13,41.94,1
112221,744319,2025-12-06,35.94,1
112222,713165,2024-07-30,34.74,1
112223,731921,2025-07-20,35.94,1
112224,748090,2026-01-11,35.94,1
112225,749636,2026-01-28,74.28,2
112225,752103,2026-02-21,74.28,2
112225,810661,2026-09-20,47.94,1
112226,714851,2024-09-07,47.88,2
112227,702824,2024-02-09,34.74,1
112227,704412,2024-03-01,34.74,1
112228,731302,2025-07-11,74.28,2
112229,733452,2025-08-09,107.94,1
112230,713328,2024-08-03,34.74,1
112230,714480,2024-08-29,55.08,2
112231,748482,2026-01-16,59.94,1
112232,718524,2024-12-03,43.14,2
112233,703817,2024-02-22,88.56,4
112233,726791,2025-05-09,79.02,3
112233,726792,2025-05-09,67.02,3
112233,741661,2025-11-10,120.96,4
112234,724300,2025-03-28,28.8,1
112235,728334,2025-06-01,35.94,1
112236,706460,2024-03-29,47.94,1
112237,733658,2025-08-11,35.94,1
112238,736782,2025-09-17,37.14,1
112239,720246,2025-01-13,34.74,1
112239,732628,2025-07-28,35.94,1
112240,710752,2024-06-07,28.8,1
112241,758589,2026-05-02,83.88,2
112242,754521,2026-03-18,35.94,1
112243,730801,2025-07-05,41.94,1
112244,721970,2025-02-17,23.94,1
112245,712348,2024-07-11,137.94,2
112246,723030,2025-03-08,35.94,1
112247,730045,2025-06-25,35.94,1
112247,731594,2025-07-14,35.94,1
112248,744981,2025-12-12,47.94,1
112249,750662,2026-02-07,35.94,1
112250,730436,2025-06-30,35.94,1
112251,739351,2025-10-17,37.14,1
112252,755371,2026-03-28,35.94,1
112253,757295,2026-04-17,35.94,1
112254,748530,2026-01-16,35.94,1
112255,756004,2026-04-04,35.94,1
112255,757996,2026-04-26,143.76,4
112256,755097,2026-03-25,197.7,6
112257,701323,2024-01-19,43.14,2
112258,722110,2025-02-19,44.34,2
112258,724855,2025-04-06,47.94,1
112259,729015,2025-06-10,15.54,1
112260,740726,2025-10-31,37.14,1
112261,728325,2025-06-01,28.8,1
112262,701904,2024-01-27,17.94,1
112263,710135,2024-05-25,28.8,1
112264,732817,2025-08-01,68.28,2
112265,743912,2025-12-03,35.94,1
112266,706208,2024-03-25,34.74,1
112267,712222,2024-07-08,35.99,1
112268,721451,2025-02-08,59.94,1
112269,742009,2025-11-13,35.94,1
112270,700759,2024-01-10,95.88,2
112271,701405,2024-01-20,34.74,1
112272,717177,2024-10-31,188.28,3
112273,728849,2025-06-08,15.54,1
112274,739730,2025-10-20,230.28,2
112275,717046,2024-10-28,34.74,1
112276,715112,2024-09-13,28.8,1
112277,754928,2026-03-23,88.68,3
112278,700110,2024-01-02,47.94,1
112279,741297,2025-11-06,35.94,1
112280,725320,2025-04-14,28.8,1
112281,713709,2024-08-11,34.74,1
112282,730038,2025-06-25,68.28,2
112283,702954,2024-02-11,28.8,1
112284,746185,2025-12-21,37.14,1
112285,740618,2025-10-30,37.14,1
112286,712266,2024-07-09,35.99,1
112287,715213,2024-09-15,67.08,2
112288,736652,2025-09-15,95.88,2
112289,706612,2024-03-31,69.48,2
112290,752030,2026-02-21,35.94,1
112291,718051,2024-11-20,43.08,2
112292,731863,2025-07-19,35.94,1
112293,757587,2026-04-21,47.94,1
112294,708051,2024-04-19,28.8,1
112295,753548,2026-03-06,28.8,1
112296,751532,2026-02-16,29.94,1
112297,730321,2025-06-28,59.94,1
112298,706470,2024-03-29,34.74,1
112299,743614,2025-11-30,47.88,2
112300,709357,2024-05-12,28.8,1
112301,743544,2025-11-29,37.14,1
112302,728935,2025-06-09,45.54,2
112302,747946,2026-01-10,35.94,1
112303,726210,2025-04-29,23.94,1
112304,723553,2025-03-17,34.74,1
112304,733965,2025-08-15,47.94,1
112305,745074,2025-12-12,35.94,1
112306,713841,2024-08-15,191.76,4
112307,716650,2024-10-19,34.74,1
112308,709993,2024-05-23,163.02,3
112309,746649,2025-12-26,47.94,1
112310,710203,2024-05-26,35.99,1
112311,741185,2025-11-05,47.94,1
112312,700056,2024-01-01,359.82,3
112312,717132,2024-10-30,359.82,3
112313,709996,2024-05-23,69.48,2
112314,730330,2025-06-28,107.94,1
112315,731384,2025-07-12,35.94,1
112315,743144,2025-11-24,35.94,1
112316,707710,2024-04-15,34.74,1
112317,743950,2025-12-03,15.54,1
112318,760648,2026-05-17,35.94,1
112319,760415,2026-05-16,35.94,1
112320,758563,2026-05-02,71.88,2
112321,756637,2026-04-10,41.94,1
112322,747101,2025-12-31,35.99,1
112323,730816,2025-07-05,34.74,1
112324,704783,2024-03-05,34.74,1
112325,702761,2024-02-08,34.74,1
112326,712074,2024-07-05,28.8,1
112327,710568,2024-06-02,117.42,3
112327,750008,2026-02-01,47.94,1
112328,713650,2024-08-10,34.74,1
112329,743732,2025-12-01,35.94,1
112330,711765,2024-06-29,62.28,2
112331,750687,2026-02-07,47.94,1
112332,754135,2026-03-13,35.94,1
112333,758200,2026-04-28,55.08,2
112334,701445,2024-01-21,47.88,3
112334,702604,2024-02-06,167.58,7
112334,710422,2024-05-31,143.82,3
112334,722641,2025-03-01,179.82,3
112335,726398,2025-05-02,35.94,1
112336,753191,2026-03-03,23.94,1
112337,741293,2025-11-06,41.94,1
112338,727341,2025-05-17,35.94,1
112338,728725,2025-06-06,35.94,1
112339,733490,2025-08-09,37.14,1
112339,734274,2025-08-18,55.08,2
112339,735231,2025-08-29,55.08,2
112339,735799,2025-09-05,55.08,2
112339,736399,2025-09-12,110.16,4
112340,723669,2025-03-18,34.74,1
112341,757708,2026-04-23,239.88,2
112342,719722,2025-01-02,47.94,1
112342,720377,2025-01-17,41.94,1
112342,721914,2025-02-15,83.88,2
112343,704079,2024-02-25,41.94,1
112344,723996,2025-03-23,71.88,2
112345,701203,2024-01-17,29.88,2
112346,727175,2025-05-15,35.94,1
112347,745755,2025-12-18,47.94,1
112348,700705,2024-01-09,179.82,3
112349,728084,2025-05-29,51.48,2
112350,722102,2025-02-19,41.94,1
112351,705549,2024-03-17,28.8,1
112352,757853,2026-04-24,31.08,2
112353,705642,2024-03-18,14.34,1
112353,707971,2024-04-18,71.94,3
112353,713535,2024-08-07,34.74,1
112353,714852,2024-09-07,47.94,1
112353,717556,2024-11-08,22.74,1
112353,717558,2024-11-08,28.8,1
112353,718379,2024-11-29,19.14,1
112354,717964,2024-11-17,67.08,2
112355,702607,2024-02-06,38.34,2
112356,730964,2025-07-07,29.88,2
112357,729555,2025-06-18,74.22,3
112358,712335,2024-07-11,28.8,1
112359,732421,2025-07-26,35.94,1
112360,733617,2025-08-10,35.94,1
112361,711210,2024-06-18,23.94,1
112362,736466,2025-09-13,23.94,1
112363,707345,2024-04-09,57.48,3
112364,726312,2025-05-01,34.74,1
112365,750408,2026-02-05,35.94,1
112366,753840,2026-03-10,28.8,1
112367,718795,2024-12-12,41.94,1
112368,727831,2025-05-25,35.94,1
112369,706713,2024-04-01,118.8,1
112370,740096,2025-10-25,47.94,1
112371,736259,2025-09-10,41.94,1
112372,704872,2024-03-07,34.74,1
112373,729393,2025-06-16,38.34,2
112374,729397,2025-06-16,55.08,2
112375,746975,2025-12-29,74.28,2
112376,726672,2025-05-07,28.8,1
112377,706054,2024-03-24,45.6,2
112377,719074,2024-12-19,63.54,3
112378,741873,2025-11-12,37.14,1
112379,728089,2025-05-29,41.94,1
112380,701602,2024-01-22,47.94,1
112380,702923,2024-02-11,23.94,1
112380,709823,2024-05-20,28.8,1
112380,715901,2024-10-01,28.8,1
112380,720241,2025-01-13,28.8,1
112380,726223,2025-04-29,28.8,1
112380,735926,2025-09-06,47.94,1
112380,745801,2025-12-18,47.94,1
112381,721346,2025-02-06,34.74,1
112382,754745,2026-03-21,77.88,2
112383,756545,2026-04-09,35.94,1
112384,716914,2024-10-25,28.8,1
112385,724555,2025-04-01,25.14,1
112386,742483,2025-11-18,35.94,1
112387,739115,2025-10-14,35.94,1
112388,710394,2024-05-30,35.88,2
112389,748711,2026-01-18,37.14,1
112390,757764,2026-04-24,35.94,1
112391,750584,2026-02-06,28.8,1
112392,732530,2025-07-27,35.94,1
112393,706132,2024-03-24,38.34,2
112394,722777,2025-03-04,41.94,1
112395,740745,2025-11-01,37.14,1
112396,710628,2024-06-04,63.54,2
112397,726840,2025-05-09,47.94,1
112398,711378,2024-06-22,47.88,2
112399,733706,2025-08-11,35.94,1
112400,729721,2025-06-21,64.68,2
112401,731274,2025-07-10,35.94,1
112402,706514,2024-03-30,69.48,2
112403,705446,2024-03-16,29.94,1
112404,748715,2026-01-18,35.94,1
112405,758510,2026-05-01,47.94,2
112406,707415,2024-04-10,67.08,2
112406,724365,2025-03-29,35.94,1
112406,727591,2025-05-21,35.94,1
112407,727818,2025-05-25,35.99,1
112408,737656,2025-09-27,143.94,1
112408,746881,2025-12-28,143.94,1
112409,752382,2026-02-23,41.94,1
112410,702026,2024-01-28,40.68,2
112411,715921,2024-10-02,143.82,3
112412,759121,2026-05-08,35.94,1
112413,726911,2025-05-10,47.94,1
112414,744476,2025-12-07,35.94,1
112415,733673,2025-08-11,74.28,2
112416,737060,2025-09-20,37.14,1
112417,729401,2025-06-16,35.94,1
112418,719577,2024-12-30,71.88,2
112419,723259,2025-03-12,28.8,1
112420,735763,2025-09-04,28.8,1
112421,732568,2025-07-27,28.8,1
112422,710329,2024-05-28,28.8,1
112423,755913,2026-04-03,35.94,1
112424,702236,2024-01-31,34.74,1
112424,705052,2024-03-09,118.8,1
112425,737710,2025-09-28,71.88,2
112426,742794,2025-11-21,37.14,1
112427,706555,2024-03-30,43.14,2
112428,744198,2025-12-05,73.08,2
112429,730875,2025-07-05,47.88,2
112430,723194,2025-03-11,35.94,1
112431,704401,2024-03-01,57.48,2
112431,710838,2024-06-09,47.94,1
112431,712425,2024-07-13,47.94,1
112431,714778,2024-09-06,59.94,1
112432,721053,2025-01-30,47.94,1
112432,721827,2025-02-14,47.94,1
112432,725705,2025-04-20,47.94,1
112432,740175,2025-10-26,95.88,2
112433,749842,2026-01-31,15.54,1
112434,745501,2025-12-15,37.14,1
112435,723441,2025-03-15,35.94,1
112436,709747,2024-05-19,179.82,3
112437,716287,2024-10-11,34.74,1
112438,734768,2025-08-23,111.54,1
112439,704640,2024-03-03,59.94,1
112440,738299,2025-10-04,35.94,1
112441,720108,2025-01-11,22.8,1
112441,720615,2025-01-23,111.48,4
112441,724259,2025-03-28,86.22,3
112442,715268,2024-09-16,23.94,1
112443,701422,2024-01-20,28.8,1
112444,736182,2025-09-10,43.14,2
112445,707489,2024-04-12,34.74,1
112446,701567,2024-01-22,114.96,5
112447,717524,2024-11-08,28.8,1
112447,717783,2024-11-13,118.8,1
112448,703868,2024-02-22,35.99,1
112449,749292,2026-01-25,45.48,2
112450,724421,2025-03-30,34.74,1
112451,717984,2024-11-18,47.88,2
112452,750331,2026-02-04,29.94,1
112453,731223,2025-07-10,34.74,1
112454,735006,2025-08-26,37.14,1
112455,700547,2024-01-07,47.94,1
112456,730277,2025-06-28,28.8,1
112457,727467,2025-05-19,35.94,1
112458,737716,2025-09-28,35.94,1
112459,713467,2024-08-06,57.54,2
112460,758647,2026-05-03,41.94,1
112461,707185,2024-04-07,118.8,1
112462,755758,2026-04-01,47.94,1
112463,715789,2024-09-28,118.8,1
112464,741130,2025-11-04,23.94,1
112465,712479,2024-07-14,95.88,2
112466,750804,2026-02-09,35.94,1
112467,749825,2026-01-31,35.94,1
112468,704853,2024-03-06,17.94,1
112469,704987,2024-03-09,29.94,1
112470,726514,2025-05-04,37.14,1
112471,739218,2025-10-15,37.14,1
112472,728019,2025-05-28,35.94,1
112473,728824,2025-06-08,35.94,1
112474,735089,2025-08-27,59.94,1
112474,735692,2025-09-03,107.82,3
112475,726871,2025-05-10,23.94,1
112476,742098,2025-11-14,41.94,1
112477,700915,2024-01-13,47.94,1
112478,740306,2025-10-27,28.8,1
112479,730270,2025-06-28,35.94,1
112480,733681,2025-08-11,35.94,1
112481,735903,2025-09-06,41.94,1
112482,717511,2024-11-07,41.94,1
112483,748126,2026-01-12,25.14,1
112484,715191,2024-09-14,23.94,1
112485,720930,2025-01-28,47.94,1
112486,729704,2025-06-20,35.94,1
112487,727789,2025-05-24,59.94,1
112488,720914,2025-01-28,62.28,2
112489,713193,2024-07-31,35.99,1
112490,700745,2024-01-10,28.8,1
112491,738653,2025-10-09,35.94,1
112492,746885,2025-12-28,35.94,1
112493,760320,2026-05-15,35.94,1
112494,709754,2024-05-19,34.74,1
112495,737378,2025-09-23,43.14,2
112496,746939,2025-12-29,28.8,1
112497,702252,2024-02-01,47.94,1
112498,730382,2025-06-29,28.8,1
112499,710790,2024-06-08,28.8,1
112500,737663,2025-09-27,23.94,1
112501,728627,2025-06-05,51.48,2
112502,713089,2024-07-28,71.93,2
112502,732525,2025-07-27,23.94,1
112503,740928,2025-11-03,23.94,1
112504,726172,2025-04-29,41.94,1
112505,704283,2024-02-28,28.8,1
112506,708592,2024-04-28,47.94,1
112507,738125,2025-10-03,28.8,1
112508,710760,2024-06-07,179.82,3
112508,718737,2024-12-09,179.82,3
112508,724765,2025-04-05,143.82,3
112508,735748,2025-09-04,143.82,3
112508,739128,2025-10-14,119.88,2
112508,750052,2026-02-01,155.82,3
112509,705834,2024-03-21,431.82,3
112509,705835,2024-03-21,131.82,3
112509,712506,2024-07-15,359.82,3
112509,716171,2024-10-08,359.82,3
112510,748338,2026-01-14,35.94,1
112511,753577,2026-03-07,28.8,1
112512,757601,2026-04-21,155.88,2
112513,703768,2024-02-21,34.74,1
112514,721111,2025-02-01,68.28,2
112515,701306,2024-01-19,43.14,2
112515,701589,2024-01-22,23.94,1
112516,700662,2024-01-08,41.94,1
112517,703167,2024-02-14,47.94,1
112517,730813,2025-07-05,47.94,1
112518,719237,2024-12-22,197.76,6
112519,717138,2024-10-30,34.74,1
112520,745538,2025-12-16,28.8,1
112521,721703,2025-02-12,47.94,1
112522,707808,2024-04-16,34.74,1
112523,737647,2025-09-27,47.94,1
112524,703088,2024-02-13,88.62,3
112524,706446,2024-03-29,110.15,5
112524,723604,2025-03-17,51.48,2
112524,726524,2025-05-04,52.68,2
112524,742477,2025-11-17,40.68,2
112525,747366,2026-01-02,47.94,1
112525,753322,2026-03-04,119.94,1
112526,729730,2025-06-21,23.94,1
112527,750422,2026-02-05,23.94,1
112528,702872,2024-02-10,143.82,3
112528,714153,2024-08-22,95.88,2
112529,755423,2026-03-29,71.88,2
112530,717679,2024-11-11,239.76,4
112531,715785,2024-09-28,40.74,2
112531,726613,2025-05-06,41.88,2
112532,752972,2026-02-28,35.99,1
112533,750064,2026-02-01,118.8,1
112534,738511,2025-10-07,65.88,2
112535,743217,2025-11-25,35.99,1
112536,733387,2025-08-08,35.94,1
112536,734004,2025-08-15,47.94,1
112537,728919,2025-06-09,47.94,1
112538,755412,2026-03-29,35.94,1
112539,718488,2024-12-02,28.68,2
112540,724959,2025-04-08,34.74,1
112540,731578,2025-07-14,23.94,1
112541,732171,2025-07-23,29.94,1
112542,754552,2026-03-19,28.8,1
112543,722660,2025-03-02,28.8,1
112544,748695,2026-01-18,38.94,1
112545,711066,2024-06-15,34.74,1
112546,745700,2025-12-17,35.94,1
112547,742549,2025-11-18,37.14,1
112548,732275,2025-07-24,47.94,1
112549,759037,2026-05-07,71.88,2
112550,745157,2025-12-13,28.8,1
112551,703939,2024-02-23,43.14,2
112552,713568,2024-08-08,47.94,1
112553,732741,2025-07-30,41.94,1
112554,713960,2024-08-17,76.62,3
112555,714140,2024-08-22,35.94,1
112556,750268,2026-02-03,64.74,2
112557,724878,2025-04-07,55.08,2
112558,700274,2024-01-04,59.94,1
112559,737715,2025-09-28,74.28,2
112560,732125,2025-07-22,111.54,1
112561,737298,2025-09-22,29.94,1
112562,723446,2025-03-15,34.74,1
112563,740492,2025-10-29,35.94,1
112564,712648,2024-07-18,41.94,1
112565,735047,2025-08-26,35.99,1
112566,715760,2024-09-27,23.94,1
112567,726712,2025-05-08,35.94,1
112568,708633,2024-04-28,34.74,1
112569,737341,2025-09-23,59.94,1
112570,760062,2026-05-13,23.94,1
112571,734985,2025-08-26,35.94,1
112572,736215,2025-09-10,35.94,1
112573,702079,2024-01-29,28.8,1
112574,753590,2026-03-07,41.94,1
112575,732056,2025-07-21,35.94,1
112576,730122,2025-06-26,35.94,1
112577,704555,2024-03-02,23.94,1
112578,722245,2025-02-22,23.94,1
112579,736156,2025-09-09,43.14,2
112580,744006,2025-12-04,35.94,1
112581,712536,2024-07-16,22.74,1
112582,720267,2025-01-14,67.02,3
112583,741683,2025-11-10,23.94,1
112584,735417,2025-08-31,70.74,2
112585,741090,2025-11-04,37.14,1
112586,727970,2025-05-28,55.08,2
112587,727681,2025-05-23,28.8,1
112587,754862,2026-03-22,47.94,1
112588,720932,2025-01-28,71.88,2
112588,722477,2025-02-26,162.78,7
112588,739106,2025-10-14,107.82,3
112589,749559,2026-01-27,35.94,1
112590,718917,2024-12-15,59.94,1
112590,730533,2025-07-01,83.88,2
112591,701519,2024-01-21,47.94,1
112591,706494,2024-03-29,41.94,1
112592,722856,2025-03-05,28.8,1
112593,716866,2024-10-24,107.94,1
112594,726900,2025-05-10,38.34,2
112595,733858,2025-08-13,67.08,2
112596,704467,2024-03-02,34.74,1
112597,702553,2024-02-05,143.82,3
112598,724418,2025-03-30,23.94,1
112599,725516,2025-04-17,35.94,1
112600,704776,2024-03-05,51.48,2
112601,703754,2024-02-21,67.08,2
112602,710703,2024-06-06,23.94,1
112603,701595,2024-01-22,35.99,1
112604,735440,2025-08-31,35.99,1
112605,700314,2024-01-04,47.88,2
112606,738544,2025-10-07,35.94,1
112607,723658,2025-03-18,47.94,1
112608,728799,2025-06-07,28.8,1
112609,710711,2024-06-07,34.74,1
112610,753806,2026-03-09,73.08,2
112611,703685,2024-02-20,28.8,1
112612,724534,2025-04-01,15.54,1
112613,731253,2025-07-10,29.94,1
112614,729588,2025-06-19,35.94,1
112614,730548,2025-07-02,67.08,2
112615,714466,2024-08-29,91.02,3
112616,727710,2025-05-23,22.74,1
112617,712723,2024-07-20,34.74,1
112618,757501,2026-04-20,28.8,1
112619,704736,2024-03-05,28.8,1
112620,707807,2024-04-16,41.94,1
112621,706571,2024-03-30,77.94,3
112622,730496,2025-07-01,35.94,1
112622,750344,2026-02-04,77.88,2
112623,758131,2026-04-27,35.94,1
112624,733967,2025-08-15,23.94,1
112625,759958,2026-05-12,35.94,1
112626,706682,2024-04-01,34.74,1
112626,707836,2024-04-16,157.08,3
112626,710574,2024-06-03,38.28,2
112626,714509,2024-08-30,38.28,2
112626,718595,2024-12-05,38.28,2
112626,723363,2025-03-14,35.99,1
112627,707475,2024-04-11,59.94,1
112628,716981,2024-10-27,43.08,2
112628,729943,2025-06-23,35.94,1
112629,743758,2025-12-01,19.14,1
112630,704423,2024-03-01,28.8,1
112631,751686,2026-02-17,71.88,2
112632,719156,2024-12-21,47.94,1
112633,741374,2025-11-07,37.14,1
112634,704155,2024-02-26,34.74,1
112635,727335,2025-05-17,28.8,1
112636,734667,2025-08-22,28.8,1
112637,725675,2025-04-20,47.94,1
112638,758282,2026-04-29,35.94,1
112639,722711,2025-03-02,57.48,2
112640,700361,2024-01-05,69.48,2
112641,744769,2025-12-10,35.94,1
112642,734938,2025-08-25,83.88,2
112643,732527,2025-07-27,131.88,2
112644,728437,2025-06-03,28.8,1
112645,718454,2024-12-01,46.74,2
112646,745007,2025-12-12,15.54,1
112647,705150,2024-03-11,67.08,2
112648,717455,2024-11-06,47.94,2
112649,724586,2025-04-02,59.94,1
112650,718472,2024-12-01,59.94,1
112651,731844,2025-07-18,37.14,1
112652,715239,2024-09-15,62.28,2
112653,733743,2025-08-12,47.94,1
112654,721122,2025-02-01,28.8,1
112655,728564,2025-06-04,55.08,2
112656,745086,2025-12-13,41.94,1
112657,748424,2026-01-15,71.88,2
112658,750482,2026-02-06,35.94,1
112659,728817,2025-06-08,28.8,1
112660,751659,2026-02-17,28.8,1
112661,746888,2025-12-28,35.94,1
112662,755594,2026-03-30,71.88,2
112663,751545,2026-02-16,35.94,1
112664,738881,2025-10-11,47.94,1
112665,738616,2025-10-08,35.94,1
112666,734433,2025-08-20,23.94,1
112667,758668,2026-05-03,70.74,2
112668,741225,2025-11-05,37.14,1
112669,722992,2025-03-08,91.02,3
112670,704565,2024-03-03,29.94,1
112671,717779,2024-11-13,23.94,1
112671,727839,2025-05-25,71.88,2
112672,712490,2024-07-14,41.94,1
112673,714292,2024-08-25,43.2,1
112674,738603,2025-10-08,41.94,1
112675,707695,2024-04-14,62.28,2
112676,711185,2024-06-17,67.08,2
112677,712811,2024-07-22,69.48,2
112678,703486,2024-02-18,34.74,1
112679,700613,2024-01-08,70.62,3
112679,700617,2024-01-08,67.14,3
112679,701885,2024-01-26,119.76,5
112679,704358,2024-02-29,80.34,3
112679,704599,2024-03-03,137.82,5
112679,706820,2024-04-02,185.88,6
112679,714630,2024-09-02,173.71,5
112679,717801,2024-11-14,177.3,6
112679,721992,2025-02-17,455.52,10
112680,733298,2025-08-07,35.94,1
112681,703098,2024-02-13,41.94,1
112682,728323,2025-06-01,91.02,4
112683,748478,2026-01-16,47.94,1
112684,745638,2025-12-17,28.8,1
112685,714765,2024-09-05,34.74,1
112686,760187,2026-05-14,71.88,2
112687,732452,2025-07-26,28.8,1
112688,746310,2025-12-22,37.14,1
112689,759087,2026-05-08,29.94,1
112690,715478,2024-09-21,23.94,1
112691,734716,2025-08-23,51.48,2
112692,711791,2024-06-30,35.94,1
112692,741380,2025-11-07,35.94,1
112693,706374,2024-03-28,86.4,2
112694,714828,2024-09-07,47.94,1
112695,760720,2026-05-18,41.94,1
112696,730594,2025-07-02,137.94,2
112697,713605,2024-08-09,28.8,1
112697,718749,2024-12-10,28.8,1
112698,750992,2026-02-11,83.88,2
112699,745263,2025-12-14,77.88,2
112700,749754,2026-01-30,95.88,2
112701,708838,2024-05-03,77.88,3
112702,703002,2024-02-12,47.94,1
112703,740942,2025-11-03,15.54,1
112704,715911,2024-10-01,62.28,2
112705,712458,2024-07-13,23.94,1
112706,703466,2024-02-18,143.94,1
112707,742538,2025-11-18,37.14,1
112708,704793,2024-03-05,34.74,1
112709,744435,2025-12-07,93.48,3
112710,736608,2025-09-14,34.74,1
112711,741856,2025-11-12,47.94,1
112712,737751,2025-09-28,71.88,2
112713,728247,2025-05-31,35.94,1
112714,710863,2024-06-10,34.74,1
112715,731900,2025-07-19,35.94,1
112716,729775,2025-06-21,35.94,1
112717,728711,2025-06-06,35.94,1
112718,727512,2025-05-20,71.88,2
112719,737958,2025-10-01,35.94,1
112720,705629,2024-03-18,34.74,1
112721,760176,2026-05-14,35.94,1
112722,749200,2026-01-24,35.94,1
112723,711018,2024-06-14,74.28,2
112724,712526,2024-07-15,119.94,1
112725,724797,2025-04-06,35.94,1
112726,708542,2024-04-27,28.8,1
112727,726880,2025-05-10,171.3,5
112728,708705,2024-04-30,34.74,1
112729,717270,2024-11-02,34.74,1
112730,724645,2025-04-03,41.94,1
112730,725159,2025-04-11,41.94,1
112731,738938,2025-10-12,41.94,1
112732,704631,2024-03-03,34.74,1
112733,757968,2026-04-26,41.94,1
112734,727263,2025-05-16,35.94,1
112735,702433,2024-02-03,35.99,1
112736,744615,2025-12-08,46.62,3
112737,717286,2024-11-02,23.94,1
112738,727075,2025-05-13,91.02,3
112738,731984,2025-07-20,147.48,2
112739,730475,2025-07-01,35.94,1
112740,729790,2025-06-21,35.94,1
112741,753177,2026-03-02,28.8,1
112742,750286,2026-02-03,47.94,1
112743,736850,2025-09-17,47.94,1
112744,723912,2025-03-22,23.94,1
112745,746768,2025-12-27,35.94,1
112746,722280,2025-02-22,35.99,1
112747,701370,2024-01-19,35.99,1
112748,713661,2024-08-10,47.94,1
112749,735541,2025-09-01,41.94,1
112750,714804,2024-09-06,47.94,1
112751,731940,2025-07-20,71.76,4
112752,744533,2025-12-08,23.94,1
112753,747052,2025-12-30,37.14,1
112754,711174,2024-06-17,69.48,2
112754,722872,2025-03-06,35.94,1
112755,742000,2025-11-13,41.94,1
112756,704784,2024-03-05,62.28,2
112757,755931,2026-04-03,35.94,1
112758,700068,2024-01-01,34.74,1
112759,718088,2024-11-21,34.74,1
112760,709042,2024-05-06,43.14,2
112761,746604,2025-12-25,35.94,1
112762,746951,2025-12-29,71.88,2
112763,749987,2026-02-01,35.99,1
112764,758672,2026-05-03,35.94,1
112765,752917,2026-02-28,23.94,1
112766,729043,2025-06-11,19.14,1
112767,729467,2025-06-17,34.74,1
112768,724251,2025-03-28,34.74,1
112769,722342,2025-02-23,67.08,2
112770,706151,2024-03-25,47.94,1
