custid,orderid,date,price,qty
125204,726812,2025-05-09,47.94,1
125205,720097,2025-01-11,47.94,1
125206,719210,2024-12-21,28.8,1
125207,759091,2026-05-08,35.94,1
125208,723956,2025-03-23,63.48,2
125209,733982,2025-08-15,35.99,1
125210,724287,2025-03-28,23.94,1
125211,713164,2024-07-30,28.8,1
125212,740620,2025-10-30,77.88,2
125213,705765,2024-03-20,34.74,1
125214,717421,2024-11-05,108.96,4
125215,723508,2025-03-16,44.34,2
125215,724344,2025-03-29,47.94,1
125216,758118,2026-04-27,35.94,1
125217,706724,2024-04-01,47.94,1
125218,739170,2025-10-15,17.94,1
125219,704761,2024-03-05,28.8,1
125220,733568,2025-08-10,35.94,1
125221,724520,2025-04-01,91.02,3
125222,759344,2026-05-11,35.99,1
125223,760292,2026-05-15,23.94,1
125224,757356,2026-04-18,47.94,1
125225,724398,2025-03-30,28.8,1
125226,715279,2024-09-16,28.8,1
125227,746296,2025-12-22,35.94,1
125228,724592,2025-04-02,35.94,1
125229,740321,2025-10-27,35.94,1
125230,755795,2026-04-02,35.94,1
125231,758692,2026-05-03,41.94,1
125232,720735,2025-01-24,35.94,1
125233,744083,2025-12-05,47.94,1
125234,700525,2024-01-06,49.14,2
125235,751799,2026-02-18,35.94,1
125236,715429,2024-09-20,143.82,3
125237,757760,2026-04-24,35.94,1
125238,754274,2026-03-15,65.88,2
125239,703552,2024-02-19,47.88,2
125240,733741,2025-08-12,47.94,1
125241,704161,2024-02-26,95.88,2
125242,705861,2024-03-21,28.8,1
125242,706813,2024-04-02,28.8,1
125243,722387,2025-02-24,35.94,1
125244,718941,2024-12-15,83.88,2
125245,727208,2025-05-15,55.08,2
125245,750278,2026-02-03,91.02,3
125246,720841,2025-01-26,47.94,1
125247,726958,2025-05-11,35.94,1
125248,739383,2025-10-17,19.14,1
125249,704237,2024-02-27,43.14,2
125250,715081,2024-09-12,28.8,1
125251,713315,2024-08-03,71.98,2
125252,739225,2025-10-15,35.94,1
125252,758376,2026-04-30,71.82,3
125253,708640,2024-04-29,43.14,2
125254,726848,2025-05-09,34.74,1
125255,732205,2025-07-23,45.54,2
125256,757187,2026-04-16,71.88,2
125257,717670,2024-11-11,119.76,4
125258,719661,2025-01-01,23.94,1
125259,707607,2024-04-13,47.94,1
125260,700279,2024-01-04,59.94,2
125261,724788,2025-04-05,137.94,2
125262,752918,2026-02-28,83.88,2
125263,707001,2024-04-05,89.82,3
125264,753868,2026-03-10,16.74,1
125265,711734,2024-06-29,28.8,1
125266,741400,2025-11-07,47.94,1
125267,700554,2024-01-07,95.88,2
125268,730156,2025-06-26,71.88,2
125269,746353,2025-12-22,37.14,1
125270,736582,2025-09-14,28.8,1
125271,744075,2025-12-05,71.88,2
125272,716263,2024-10-10,34.74,1
125273,706242,2024-03-26,47.94,1
125274,753068,2026-03-01,71.88,2
125275,752935,2026-02-28,41.94,1
125276,755640,2026-03-31,35.94,1
125277,740602,2025-10-30,73.08,2
125278,752640,2026-02-26,100.68,3
125279,738202,2025-10-03,143.94,1
125279,748969,2026-01-21,143.94,1
125280,735886,2025-09-06,38.34,2
125281,744580,2025-12-08,73.08,2
125282,727616,2025-05-21,15.54,1
125283,756756,2026-04-11,35.94,1
125284,748160,2026-01-12,43.2,1
125285,746418,2025-12-23,37.14,1
125286,706554,2024-03-30,34.74,1
125287,700278,2024-01-04,41.94,1
125288,730381,2025-06-29,35.94,1
125289,710497,2024-06-01,38.34,2
125290,708200,2024-04-21,62.28,2
125291,736364,2025-09-12,41.94,1
125292,754230,2026-03-14,35.94,1
125293,737458,2025-09-25,39.48,2
125294,729867,2025-06-22,59.94,1
125295,738490,2025-10-06,35.94,1
125296,760464,2026-05-16,35.94,1
125297,752334,2026-02-23,28.8,1
125298,715438,2024-09-20,55.08,2
125298,717339,2024-11-04,35.94,1
125298,742788,2025-11-21,35.94,1
125299,758877,2026-05-05,107.94,1
125300,746570,2025-12-25,23.94,1
125301,727342,2025-05-17,47.94,1
125302,715889,2024-10-01,107.94,1
125303,746271,2025-12-22,28.8,1
125304,707259,2024-04-08,28.8,1
125305,737005,2025-09-19,47.94,1
125306,706351,2024-03-28,67.08,2
125307,740399,2025-10-28,28.8,1
125308,747794,2026-01-08,28.8,1
125309,735921,2025-09-06,55.08,2
125310,716156,2024-10-07,107.94,1
125311,744266,2025-12-06,35.94,1
125312,757737,2026-04-23,35.94,1
125313,735970,2025-09-07,71.88,2
125314,715259,2024-09-16,62.28,2
125314,721640,2025-02-11,34.74,1
125314,724454,2025-03-31,47.94,1
125314,727057,2025-05-13,47.94,1
125314,745075,2025-12-12,47.94,1
125315,754033,2026-03-12,71.88,2
125316,733721,2025-08-12,45.54,2
125317,710095,2024-05-24,23.94,1
125318,703193,2024-02-14,38.34,2
125319,710763,2024-06-07,17.94,1
125320,748348,2026-01-14,59.94,1
125321,706156,2024-03-25,53.82,3
125322,724530,2025-04-01,34.74,1
125323,712094,2024-07-06,9.54,1
125324,745758,2025-12-18,71.88,2
125325,714234,2024-08-24,22.74,1
125326,756885,2026-04-13,47.94,1
125327,752686,2026-02-26,35.94,1
125328,724640,2025-04-03,157.08,3
125329,701830,2024-01-26,28.8,1
125330,716924,2024-10-25,34.74,1
125331,747452,2026-01-03,47.94,1
125332,717528,2024-11-08,47.94,1
125333,732917,2025-08-02,68.28,2
125334,703619,2024-02-19,41.94,1
125335,717914,2024-11-17,34.74,1
125336,739997,2025-10-24,41.94,1
125337,700897,2024-01-13,34.74,1
125338,720264,2025-01-14,28.8,1
125339,707019,2024-04-05,47.94,1
125339,713407,2024-08-05,83.88,2
125339,720026,2025-01-09,47.94,1
125339,730828,2025-07-05,93.42,3
125339,738449,2025-10-06,83.88,2
125339,742609,2025-11-19,155.76,4
125340,738358,2025-10-05,35.94,1
125341,708302,2024-04-23,41.94,1
125342,734070,2025-08-15,34.74,1
125343,724476,2025-03-31,25.14,1
125344,713326,2024-08-03,69.48,2
125345,739943,2025-10-23,37.14,1
125346,759245,2026-05-09,35.94,1
125347,706278,2024-03-26,28.8,1
125348,720341,2025-01-16,23.94,1
125349,735145,2025-08-28,35.94,1
125350,724017,2025-03-23,43.08,2
125351,722991,2025-03-08,105.3,5
125351,723473,2025-03-15,179.76,4
125352,754225,2026-03-14,35.94,1
125353,722295,2025-02-23,15.54,1
125354,703743,2024-02-21,38.34,2
125355,744145,2025-12-05,35.94,1
125356,728573,2025-06-05,41.94,1
125357,701718,2024-01-24,23.88,2
125358,706627,2024-03-31,47.94,2
125359,756682,2026-04-10,35.94,1
125360,752175,2026-02-22,28.8,1
125361,726104,2025-04-28,74.28,2
125362,703249,2024-02-15,28.8,1
125363,700891,2024-01-13,59.94,1
125364,751244,2026-02-13,35.94,1
125365,717433,2024-11-05,41.94,1
125366,710806,2024-06-08,35.94,1
125367,727112,2025-05-13,35.94,1
125368,718972,2024-12-16,34.74,1
125368,727312,2025-05-17,35.94,1
125368,736404,2025-09-12,143.82,3
125369,709507,2024-05-14,74.28,2
125370,750728,2026-02-08,35.94,1
125371,737327,2025-09-23,35.94,1
125372,707469,2024-04-11,34.74,1
125373,744187,2025-12-05,35.94,1
125374,729239,2025-06-14,41.88,2
125375,717344,2024-11-04,41.94,1
125376,760146,2026-05-14,71.88,2
125377,722705,2025-03-02,70.56,4
125378,746645,2025-12-26,47.94,1
125379,729991,2025-06-24,35.94,1
125380,729082,2025-06-12,35.94,1
125381,707656,2024-04-14,179.82,3
125381,709222,2024-05-09,143.82,3
125381,757463,2026-04-20,230.1,5
125382,749780,2026-01-30,37.14,1
125383,741393,2025-11-07,115.14,1
125384,732582,2025-07-28,35.94,1
125385,758053,2026-04-26,71.88,2
125386,755627,2026-03-31,77.88,2
125387,708039,2024-04-19,35.94,1
125388,723207,2025-03-11,35.94,1
125389,716239,2024-10-10,35.99,1
125390,708795,2024-05-02,34.74,1
125391,723035,2025-03-08,59.88,2
125392,728582,2025-06-05,17.94,1
125393,727987,2025-05-28,71.88,2
125394,712776,2024-07-21,47.94,1
125395,705588,2024-03-18,34.74,1
125396,721593,2025-02-10,57.48,2
125397,729828,2025-06-22,41.88,2
125398,723107,2025-03-09,47.94,1
125399,740285,2025-10-27,73.08,2
125400,743939,2025-12-03,35.94,1
125401,720057,2025-01-10,41.94,1
125402,702420,2024-02-03,38.34,2
125403,708724,2024-04-30,47.94,1
125404,701893,2024-01-26,67.08,2
125405,711730,2024-06-29,69.48,2
125406,736738,2025-09-16,68.28,2
125407,725644,2025-04-19,44.34,2
125408,736678,2025-09-15,35.94,1
125408,748157,2026-01-12,83.93,2
125409,747204,2026-01-01,41.94,1
125410,758202,2026-04-28,59.88,2
125411,745816,2025-12-18,71.88,2
125412,717854,2024-11-15,67.08,2
125413,721184,2025-02-03,34.74,1
125414,716183,2024-10-08,143.82,3
125415,718103,2024-11-21,35.94,1
125416,731760,2025-07-17,45.54,2
125416,737027,2025-09-19,28.8,1
125417,746766,2025-12-27,35.94,1
125418,704115,2024-02-26,23.94,1
125419,737413,2025-09-24,28.8,1
125420,700832,2024-01-11,68.28,2
125420,707434,2024-04-11,47.94,1
125420,729252,2025-06-14,47.94,1
125421,705890,2024-03-22,41.94,1
125422,741023,2025-11-03,35.94,1
125423,742004,2025-11-13,74.28,2
125423,747141,2025-12-31,71.88,2
125424,741580,2025-11-09,56.28,2
125425,717878,2024-11-15,23.94,1
125426,758434,2026-05-01,71.88,2
125427,710764,2024-06-07,34.74,1
125428,721772,2025-02-13,34.74,1
125429,713760,2024-08-12,34.74,1
125430,755408,2026-03-29,35.94,1
125431,747163,2026-01-01,107.94,1
125432,715220,2024-09-15,47.94,1
125433,705858,2024-03-21,29.88,2
125434,715651,2024-09-25,29.88,2
125435,700013,2024-01-01,34.74,1
125436,702088,2024-01-29,143.94,1
125437,727014,2025-05-12,41.94,1
125438,755529,2026-03-30,41.94,1
125439,705662,2024-03-19,47.94,1
125440,742953,2025-11-22,35.94,1
125441,722498,2025-02-26,34.74,1
125441,724748,2025-04-05,35.94,1
125441,727557,2025-05-21,35.94,1
125442,735428,2025-08-31,34.74,1
125443,702530,2024-02-05,28.8,1
125444,745193,2025-12-13,23.94,1
125445,720143,2025-01-12,43.08,2
125446,724597,2025-04-02,79.02,3
125447,717861,2024-11-15,63.54,2
125447,719367,2024-12-25,35.94,1
125448,729281,2025-06-15,35.94,1
125449,729135,2025-06-13,71.82,3
125450,700394,2024-01-05,47.88,2
125451,700782,2024-01-10,40.74,2
125452,746305,2025-12-22,47.94,1
125453,735959,2025-09-07,41.94,1
125454,741608,2025-11-09,37.14,1
125455,713161,2024-07-30,34.74,1
125456,738295,2025-10-04,15.54,1
125457,753152,2026-03-02,35.94,1
125458,735902,2025-09-06,59.94,1
125459,736105,2025-09-09,35.94,1
125460,702143,2024-01-30,47.88,2
125461,747369,2026-01-02,97.02,3
125462,713231,2024-08-01,35.94,1
125463,701826,2024-01-26,47.88,2
125464,701097,2024-01-15,34.74,1
125465,754627,2026-03-20,35.94,1
125466,703797,2024-02-22,43.14,2
125467,716490,2024-10-15,74.28,2
125468,755540,2026-03-30,35.94,1
125469,755099,2026-03-25,47.94,1
125470,721673,2025-02-11,15.54,1
125471,706802,2024-04-02,22.8,1
125472,728510,2025-06-04,16.74,1
125473,735469,2025-08-31,47.94,1
125474,709681,2024-05-18,43.08,2
125475,751644,2026-02-17,23.94,1
125476,732303,2025-07-25,35.94,1
125476,733729,2025-08-12,35.94,1
125477,713488,2024-08-06,519,15
125477,744412,2025-12-07,61.08,2
125478,718969,2024-12-16,28.8,1
125479,734422,2025-08-20,137.94,2
125480,733236,2025-08-06,23.94,1
125481,749410,2026-01-26,83.88,2
125482,710344,2024-05-29,35.94,1
125483,707657,2024-04-14,59.94,1
125483,715364,2024-09-18,47.94,1
125484,709796,2024-05-20,128.28,2
125484,709850,2024-05-21,71.88,2
125485,717860,2024-11-15,43.14,2
125486,706172,2024-03-25,28.8,1
125487,742507,2025-11-18,71.88,2
125488,752133,2026-02-21,23.94,1
125489,717041,2024-10-28,47.94,1
125490,737121,2025-09-20,35.94,1
125491,705107,2024-03-10,28.8,1
125492,721120,2025-02-01,47.88,2
125493,717150,2024-10-30,23.94,1
125494,701647,2024-01-23,41.94,1
125495,707463,2024-04-11,74.28,2
125495,708131,2024-04-20,148.56,4
125495,709082,2024-05-07,74.28,2
125496,730398,2025-06-29,309.48,4
125497,711214,2024-06-18,59.94,1
125498,704081,2024-02-25,47.94,1
125499,714201,2024-08-23,43.14,2
125500,707878,2024-04-17,51.48,2
125501,708399,2024-04-25,38.28,2
125501,709210,2024-05-09,47.94,1
125502,701208,2024-01-17,95.88,2
125503,700945,2024-01-13,28.8,1
125504,706671,2024-03-31,34.74,1
125505,733786,2025-08-12,131.88,2
125506,703908,2024-02-23,51.48,2
125507,721056,2025-01-31,137.94,2
125508,706251,2024-03-26,43.14,2
125508,736207,2025-09-10,34.74,1
125509,715294,2024-09-16,35.99,1
125510,755602,2026-03-30,35.94,1
125511,721585,2025-02-10,26.34,1
125512,708187,2024-04-21,67.08,2
125513,710575,2024-06-03,104.22,3
125514,723977,2025-03-23,67.08,2
125515,715644,2024-09-24,143.82,3
125516,738166,2025-10-03,41.94,1
125517,747912,2026-01-09,53.88,2
125518,741330,2025-11-06,28.8,1
125519,708121,2024-04-20,68.28,2
125520,730716,2025-07-04,55.08,2
125521,720405,2025-01-18,93.24,6
125521,721987,2025-02-17,150.66,9
125521,726805,2025-05-09,169.8,10
125521,748573,2026-01-17,208.08,12
125522,703700,2024-02-20,143.82,3
125523,721141,2025-02-01,82.68,2
125523,723243,2025-03-11,83.88,2
125524,727628,2025-05-22,68.28,2
125525,725868,2025-04-24,35.94,1
125526,714006,2024-08-18,47.94,1
125527,704814,2024-03-06,38.34,2
125528,735146,2025-08-28,29.94,1
125529,735178,2025-08-28,45.54,2
125530,731040,2025-07-07,23.94,1
125531,735606,2025-09-02,28.8,1
125532,712839,2024-07-22,47.94,1
125533,728782,2025-06-07,55.08,2
125533,739537,2025-10-18,74.28,2
125534,746453,2025-12-23,23.94,1
125535,719287,2024-12-23,28.8,1
125536,721089,2025-01-31,34.74,1
125537,743155,2025-11-24,37.14,1
125538,706935,2024-04-04,43.14,2
125539,758636,2026-05-03,28.8,1
125540,711406,2024-06-23,28.8,1
125541,738721,2025-10-10,62.28,2
125541,752740,2026-02-27,179.82,3
125542,739862,2025-10-22,37.14,1
125543,733700,2025-08-11,55.08,2
125544,722932,2025-03-07,47.94,1
125545,708890,2024-05-04,34.74,1
125546,734583,2025-08-22,35.94,1
125547,722349,2025-02-23,41.94,1
125548,713275,2024-08-02,91.02,3
125548,713821,2024-08-14,107.82,3
125548,713822,2024-08-14,57.42,3
125548,715900,2024-10-01,107.82,3
125548,718018,2024-11-19,107.82,3
125548,721124,2025-02-01,107.82,3
125548,724264,2025-03-28,107.82,3
125548,733165,2025-08-05,107.82,3
125548,749960,2026-02-01,119.94,1
125549,713916,2024-08-16,34.74,1
125550,701132,2024-01-16,28.8,1
125550,702073,2024-01-29,34.74,1
125551,752962,2026-02-28,41.94,1
125552,749250,2026-01-24,37.14,1
125553,759116,2026-05-08,23.94,1
125554,718001,2024-11-18,47.94,1
125555,726970,2025-05-11,47.94,1
125556,704835,2024-03-06,29.88,2
125557,702036,2024-01-28,143.94,1
125558,701251,2024-01-18,34.74,1
125559,754051,2026-03-12,107.82,3
125560,700145,2024-01-02,35.88,2
125561,733422,2025-08-08,37.14,1
125561,734777,2025-08-23,37.14,1
125562,756939,2026-04-13,28.8,1
125563,707512,2024-04-12,43.2,1
125564,745575,2025-12-16,89.82,3
125565,734880,2025-08-25,47.94,1
125566,707368,2024-04-09,34.74,1
125567,749950,2026-02-01,35.94,1
125568,750394,2026-02-05,35.94,1
125569,729779,2025-06-21,23.94,1
125570,711693,2024-06-28,83.88,2
125571,757820,2026-04-24,23.94,1
125572,700009,2024-01-01,41.94,1
125572,701209,2024-01-17,28.8,1
125573,723181,2025-03-10,96.96,4
125573,723810,2025-03-20,125.82,3
125574,732962,2025-08-02,35.94,1
125575,729912,2025-06-23,41.94,1
125576,705190,2024-03-12,35.99,1
125577,737811,2025-09-29,35.94,1
125578,700366,2024-01-05,23.88,2
125579,760234,2026-05-15,35.94,1
125580,706368,2024-03-28,68.28,2
125581,749383,2026-01-26,28.8,1
125582,718525,2024-12-03,83.88,2
125583,728733,2025-06-07,17.94,1
125584,742905,2025-11-22,52.74,2
125585,716084,2024-10-06,35.94,1
125586,739692,2025-10-20,35.94,1
125587,757282,2026-04-17,41.94,1
125588,710984,2024-06-13,28.8,1
125589,736799,2025-09-17,35.94,1
125590,741961,2025-11-13,59.94,1
125591,718467,2024-12-01,34.74,1
125591,721299,2025-02-05,47.94,1
125591,730966,2025-07-07,67.08,2
125592,725482,2025-04-17,95.88,2
125592,729317,2025-06-15,95.88,2
125593,756850,2026-04-12,41.94,1
125594,701511,2024-01-21,28.8,1
125594,719094,2024-12-20,47.94,1
125595,758906,2026-05-06,23.94,1
125596,736585,2025-09-14,35.94,1
125597,756018,2026-04-04,41.94,1
125598,709595,2024-05-16,34.74,1
125599,715902,2024-10-01,28.8,1
125600,716746,2024-10-21,47.88,2
125601,731246,2025-07-10,47.94,1
125602,737850,2025-09-29,28.8,1
125602,739109,2025-10-14,23.94,1
125602,741599,2025-11-09,28.8,1
125602,744589,2025-12-08,117.54,1
125603,703705,2024-02-20,34.74,1
125604,724366,2025-03-30,74.28,2
125605,751944,2026-02-20,35.94,1
125606,742799,2025-11-21,95.82,3
125607,731651,2025-07-15,35.94,1
125608,732025,2025-07-21,43.2,1
125609,703203,2024-02-14,35.99,1
125610,736950,2025-09-19,59.82,3
125610,739090,2025-10-14,35.99,1
125611,740843,2025-11-02,35.94,1
125612,744241,2025-12-06,35.94,1
125613,759999,2026-05-12,20.34,1
125614,709862,2024-05-21,47.94,1
125615,738479,2025-10-06,83.88,2
125616,700902,2024-01-13,28.8,1
125617,707024,2024-04-05,53.82,3
125618,715142,2024-09-14,34.74,1
125619,739160,2025-10-15,28.8,1
125620,705997,2024-03-23,107.94,1
125621,704375,2024-02-29,41.94,1
125622,707156,2024-04-06,35.94,1
125623,711694,2024-06-28,47.94,1
125624,709161,2024-05-08,59.94,1
125625,735717,2025-09-04,89.86,3
125626,725116,2025-04-11,28.8,1
125627,716784,2024-10-22,43.08,2
125628,724506,2025-04-01,35.94,1
125629,734835,2025-08-24,38.34,2
125629,735351,2025-08-30,41.94,1
125629,736820,2025-09-17,116.22,3
125629,737257,2025-09-22,135.4,4
125630,744975,2025-12-12,37.14,1
125631,700297,2024-01-04,34.74,1
125632,700930,2024-01-13,43.14,2
125633,754152,2026-03-13,35.94,1
125634,752147,2026-02-21,71.88,2
125635,727058,2025-05-13,28.8,1
125636,728198,2025-05-30,35.94,1
125637,734875,2025-08-25,104.22,3
125638,716526,2024-10-16,28.68,2
125639,713962,2024-08-17,34.74,1
125640,741129,2025-11-04,23.94,1
125641,754611,2026-03-20,74.28,2
125642,734079,2025-08-15,35.94,1
125643,738857,2025-10-11,23.94,1
125644,755603,2026-03-30,35.99,1
125645,729644,2025-06-19,71.88,2
125646,759907,2026-05-11,47.94,1
125647,704363,2024-02-29,35.88,2
125648,758629,2026-05-02,23.94,1
125649,704132,2024-02-26,34.74,1
125650,723728,2025-03-19,34.74,1
125651,758847,2026-05-05,37.14,1
125652,716096,2024-10-06,47.94,1
125653,700597,2024-01-08,29.94,1
125654,710610,2024-06-04,41.94,1
125654,713257,2024-08-01,41.94,1
125655,711000,2024-06-13,28.8,1
125656,739203,2025-10-15,35.94,1
125657,757059,2026-04-15,35.94,1
125658,734484,2025-08-20,71.88,2
125658,738670,2025-10-09,111.42,3
125659,707216,2024-04-07,34.74,1
125660,702495,2024-02-04,28.8,1
125661,723206,2025-03-11,23.94,1
125662,744082,2025-12-05,71.88,2
125663,732484,2025-07-26,41.94,1
125664,722832,2025-03-05,29.94,1
125665,714458,2024-08-29,29.94,1
125666,756199,2026-04-06,35.94,1
125667,722200,2025-02-21,68.28,2
125668,725170,2025-04-11,59.88,2
125669,717704,2024-11-12,38.34,2
125669,719804,2025-01-04,28.8,1
125669,720586,2025-01-22,59.94,1
125669,722307,2025-02-23,47.94,1
125669,726946,2025-05-11,47.94,1
125669,728647,2025-06-06,59.94,1
125669,729818,2025-06-22,74.28,2
125669,756223,2026-04-06,107.82,3
125670,735361,2025-08-30,35.94,1
125671,757914,2026-04-25,59.88,2
125672,721503,2025-02-09,34.74,1
125673,712121,2024-07-06,34.79,1
125673,720667,2025-01-23,50.28,2
125674,745276,2025-12-14,23.94,1
125675,724299,2025-03-28,34.74,1
125676,711710,2024-06-28,34.74,1
125677,706453,2024-03-29,44.28,2
125678,753280,2026-03-03,41.94,1
125679,754950,2026-03-23,41.94,1
125680,731320,2025-07-11,35.94,1
125680,731646,2025-07-15,35.94,1
125681,704186,2024-02-27,143.82,3
125682,717755,2024-11-13,43.14,2
125683,756980,2026-04-14,47.94,1
125684,726194,2025-04-29,34.74,1
125685,727592,2025-05-21,37.14,1
125686,741973,2025-11-13,25.14,1
125687,700437,2024-01-05,38.28,2
125688,750007,2026-02-01,71.88,2
125689,706639,2024-03-31,95.88,2
125689,714296,2024-08-25,95.88,2
125689,716884,2024-10-25,143.82,3
125690,755518,2026-03-30,83.88,2
125691,706660,2024-03-31,34.74,1
125691,711457,2024-06-24,34.74,1
125691,713748,2024-08-12,19.14,1
125691,724716,2025-04-04,35.94,1
125691,736661,2025-09-15,35.94,1
125692,711331,2024-06-21,59.94,1
125693,749259,2026-01-24,41.94,1
125694,752959,2026-02-28,35.94,1
125695,749197,2026-01-24,35.94,1
125696,753944,2026-03-11,47.94,1
125696,758019,2026-04-26,47.94,1
125697,707759,2024-04-15,43.14,2
125698,713846,2024-08-15,41.94,1
125699,710509,2024-06-01,47.94,2
125700,727368,2025-05-18,121.98,7
125701,700121,2024-01-02,51.48,2
125702,719250,2024-12-22,47.94,2
125703,713784,2024-08-13,47.94,1
125704,713780,2024-08-13,47.94,1
125705,711376,2024-06-22,137.94,2
125706,729270,2025-06-14,15.54,1
125707,718733,2024-12-09,59.94,1
125707,723620,2025-03-17,59.94,1
125707,731755,2025-07-17,59.94,1
125707,739491,2025-10-18,59.94,1
125707,749726,2026-01-29,59.94,1
125708,705114,2024-03-10,34.74,1
125709,722436,2025-02-25,28.8,1
125710,750350,2026-02-04,71.88,2
125711,736630,2025-09-14,34.74,1
125712,716926,2024-10-25,28.8,1
125713,716977,2024-10-26,23.94,1
125714,737879,2025-09-30,25.14,1
125715,711525,2024-06-25,28.8,1
125716,727641,2025-05-22,29.94,1
125717,759320,2026-05-10,35.94,1
125718,710721,2024-06-07,59.94,1
125718,711314,2024-06-21,119.88,2
125719,714401,2024-08-27,41.94,1
125720,724801,2025-04-06,15.54,1
125721,727072,2025-05-13,35.94,1
125722,709111,2024-05-07,47.94,1
125723,703573,2024-02-19,47.94,1
125723,730230,2025-06-27,47.94,1
125724,754195,2026-03-14,57.6,2
125725,705874,2024-03-22,34.74,1
125726,715759,2024-09-27,23.94,1
125727,744977,2025-12-12,95.88,2
125728,707629,2024-04-13,41.94,1
125729,726294,2025-04-30,91.08,3
125730,700565,2024-01-07,95.88,2
125730,708349,2024-04-24,59.94,1
125730,719060,2024-12-19,47.94,1
125730,722942,2025-03-07,59.94,1
125730,733389,2025-08-08,59.94,1
125730,738732,2025-10-10,59.94,1
125731,703607,2024-02-19,34.74,1
125732,751171,2026-02-12,35.94,1
125733,703005,2024-02-12,34.74,1
125734,723948,2025-03-22,34.74,1
125735,744740,2025-12-09,35.94,1
125736,744620,2025-12-08,25.14,1
125737,738482,2025-10-06,35.94,1
125738,746743,2025-12-26,35.94,1
125739,703489,2024-02-18,47.94,1
125740,720922,2025-01-28,34.74,1
125741,710839,2024-06-09,47.94,1
125742,759351,2026-05-11,35.94,1
125743,741964,2025-11-13,35.94,1
125744,714642,2024-09-02,67.08,2
125744,714990,2024-09-10,143.82,3
125745,708024,2024-04-19,47.94,1
125746,746417,2025-12-23,23.94,1
125747,726276,2025-04-30,35.94,1
125747,726713,2025-05-08,35.94,1
125748,733394,2025-08-08,35.94,1
125749,700179,2024-01-03,23.94,1
125750,733627,2025-08-10,35.94,1
125751,719121,2024-12-20,59.94,1
125752,758439,2026-05-01,28.8,1
125753,704343,2024-02-29,95.88,2
125753,708353,2024-04-24,143.82,3
125753,732690,2025-07-29,47.94,1
125754,749091,2026-01-23,62.28,2
125755,708170,2024-04-21,34.74,1
125756,737251,2025-09-22,47.88,2
125757,712903,2024-07-24,46.74,2
125758,711053,2024-06-14,34.74,1
125759,722014,2025-02-17,34.74,1
125760,721667,2025-02-11,131.82,3
125760,724660,2025-04-04,143.82,3
125761,710612,2024-06-04,28.8,1
125762,722512,2025-02-27,34.74,1
125763,703363,2024-02-16,28.8,1
125764,736824,2025-09-17,35.94,1
125765,754093,2026-03-13,41.94,1
125766,751749,2026-02-18,35.94,1
125767,732159,2025-07-23,111.54,1
125768,725000,2025-04-09,35.94,1
125769,736996,2025-09-19,35.94,1
125770,720802,2025-01-26,67.08,2
125771,744441,2025-12-07,35.94,1
125772,733558,2025-08-10,34.74,1
125773,745921,2025-12-19,73.08,2
125774,745152,2025-12-13,41.94,1
125775,728050,2025-05-28,35.94,1
125776,742775,2025-11-20,40.68,2
125777,742663,2025-11-19,29.94,1
125778,741445,2025-11-08,77.88,2
125779,724749,2025-04-05,35.94,1
125780,729529,2025-06-18,91.02,3
125780,737285,2025-09-22,47.94,1
125781,744965,2025-12-12,119.88,2
125781,745160,2025-12-13,47.94,1
125782,720579,2025-01-22,43.08,2
125783,700510,2024-01-06,82.68,2
125784,751471,2026-02-15,35.99,1
125785,724562,2025-04-01,35.94,1
125786,703880,2024-02-23,67.08,2
125787,703532,2024-02-18,35.99,1
125788,704805,2024-03-06,34.74,1
125789,755305,2026-03-27,35.94,1
125790,747380,2026-01-03,38.94,1
125791,750192,2026-02-02,28.8,1
125792,704710,2024-03-04,41.94,1
125793,739400,2025-10-17,41.94,1
125794,712096,2024-07-06,35.94,1
125795,701669,2024-01-23,34.74,1
125796,739213,2025-10-15,35.94,1
125797,714447,2024-08-28,62.28,2
125798,734395,2025-08-19,71.88,2
125799,723475,2025-03-15,67.08,2
125800,702732,2024-02-08,38.34,2
125800,704535,2024-03-02,47.94,1
125801,706076,2024-03-24,34.74,1
125802,737991,2025-10-01,37.14,1
125803,711970,2024-07-04,47.94,1
125804,735805,2025-09-05,35.94,1
125805,743784,2025-12-02,35.94,1
125806,709259,2024-05-10,28.8,1
125807,734007,2025-08-15,47.94,1
125808,713778,2024-08-13,68.28,2
125809,737330,2025-09-23,102.96,4
125810,700183,2024-01-03,35.88,2
125811,749342,2026-01-25,20.34,1
125812,744478,2025-12-07,23.94,1
125813,704527,2024-03-02,47.94,1
125814,737061,2025-09-20,23.94,1
125815,707473,2024-04-11,125.82,3
125816,726237,2025-04-29,28.8,1
125817,745257,2025-12-14,28.8,1
125818,715163,2024-09-14,23.94,1
125819,727582,2025-05-21,47.94,1
125820,717909,2024-11-16,43.14,2
125821,712528,2024-07-15,35.94,1
125821,716916,2024-10-25,35.94,1
125822,745805,2025-12-18,47.94,1
125823,724759,2025-04-05,34.74,1
125824,732727,2025-07-30,37.14,1
125825,714469,2024-08-29,47.88,2
125826,758069,2026-04-26,35.94,1
125827,702463,2024-02-04,28.8,1
125827,704973,2024-03-08,47.94,1
125827,759265,2026-05-10,35.94,1
125828,732257,2025-07-24,37.14,1
125829,735186,2025-08-28,35.94,1
125830,705672,2024-03-19,43.14,2
125831,739118,2025-10-14,35.94,1
125832,709302,2024-05-11,59.94,1
125833,723405,2025-03-14,47.88,2
